;Id;text;S_naive;S
1926;6145;Benefits, work/life balance, stability, and culture/values, resume builder. This is specific to the Midstream organization.. ;1;
1927;6146;Culture and people, growth and development, international opportunities. ;1;
1928;6151;They were very flexible with my schedule. Management was understanding. I received a rais after being there a couple of months.. ;1;
1929;6153;Its a good company and the people there are generally nice and helpful. They do you have work life balance and they actually mean it. They encourage you to transfer to different job about every 3 to 4 years, so you can learn more about the company and grow your skills. I loved working there. ;1;
1930;6154;There is a good work life balance, benefits, and culture and the compensation is good for the location. Large technical resource pool and leadership.. ;1;
1931;6155;- Great work culture, WLB - Opportunities to advance - Good compensation. ;1;
1932;6156;Work life balance Fridays off Rotational schedule Benefits Good company Networking. ;1;
1933;6160;9-80 schedule Hybrid schedule(Monday and Friday work from home) 8 weeks bonding 40 hrs family care 8%401k match. ;1;
1934;6162;Compensation, benefits, people, development opportunities, global. ;1;
1935;6166;Great place for growth and being challenged to stretch your abilities and learn new skills. Treated like an adult with work schedules, time management and job responsibilities. ;1;
1936;6173;Great company for work life balance. ;1;
1937;6174;PEOPLE, teams, work life balance. ;1;
1938;6183;Awesome management and diverse group of people. ;1;
1939;6189;401k match, work life balance, flexible work schedules. ;1;
1940;6191;Great benefits and lots of career development opportunities for those who are willing to work and grow their skills.. ;1;
1941;6192;401k program medical benefits/ insurance trainin & development. ;1;
1942;6194;Great working environment and many extra activities / groups available If you able to get to right people there are overseas jobs opportunities. ;1;
1943;6197;Plenty of opportunities to have responsibility on large initiatives or projects.. ;1;
1944;6199;#NOM?;1;
1945;6201;Genuinely congenial atmosphere (at least in my business unit), outstanding work-life balance, interesting work.. ;1;
1946;6204;"career development; 401(k) matching; pension. ";1;
1947;6206;Cares about people and its employees. Lots of innovation across the company. Great opportunities to move within and build a career through different positions in different business units.. ;1;
1948;6212;Great people, benefits, opportunities, and overall a healthy company culture.. ;1;
1949;6214;Great company culture, great benefits, great pay, lots of opportunities if you're willing to move around. ;1;
1950;6216;Good company with great compensation package, health benefits, and pension plan.. ;1;
1951;6222;Top Tier Talent and Challenging Opportunities. Compensation is good and working environment collaborative and supportinve. ;1;
1952;6223;Plenty of opportunities to navigate the company and try different roles. D&I is a huge value here and they leverage ERGs to progress the companies D&I agenda.. ;1;
1953;6226;Compensation and benefits work life balance Employee benefits. ;1;
1954;6227;Values People, Environment, Safety, and Innovation. ;1;
1955;6232;Work life balance, global opportunities. ;1;
1956;6236;Great company with good Benefits Pay is okay Work life balance. ;1;
1957;6239;Great benefits regarding health insurance.. ;1;
1958;6241;Salary, overtime opportunity, people who care. ;1;
1959;6243;Lots of opportunities to move around including overseas. ;1;
1960;6245;Benefits, work life balance, broad scope. ;1;
1961;6247;great work life balance at all locations!. ;1;
1962;6249;Good salaries, strong management, great benefits. ;1;
1963;6250;Bright colleagues, good benefits, opportunity to advance. ;1;
1964;6253;Opportunities to do different things. ;1;
1965;6254;Great work and home life balance Great benefits Competitive pay. ;1;
1966;6258;Great people Great pay Great benefits Great opportunities. ;1;
1967;6259;First and second line supervisors are great. Work life balance is there. Great people.. ;1;
1968;6260;You get paid weekly. Safety is a important to the company.. ;1;
1969;6262;Great recognition of home/life balance. Good pay...especially when combined with the lower stress environment vs. other companies. Well managed company. Employees are are generally nice. Management/leadership team members is approachable/accessible and 'part of the team'. Management acts with integrity. Generally supportive of employee development. Amazingly supportive for an oil company (HQ in California and you can tell).. ;1;
1970;6264;Large corporation culture. No care employee anymore.. ;1;
1971;6269;Opportunities for travel if you want to move all over the globe for career advancement opportunities.. ;1;
1972;6270;Great company with great people. Supportive, collaborative, and innovative company.. ;1;
1973;6271;Good so work good pay good work life. ;1;
1974;6275;Friendly people. They care about their employees.. ;1;
1975;6277;Pay, benefits, career development, people. ;1;
1976;6284;you have opportunity to learn a lot of advanced stuff here.. ;1;
1977;6288;Great work life balance the opportunity to try totally different career paths is encouraged.. ;1;
1978;6289;Good work life balance with every other Friday off. ;1;
1979;6290;Benefits of Chevron are very strong. They take care of their employees financially, especially when relocating.. ;1;
1980;6292;Great culture, tremendous compensation. Great benefits and work life balance. Really the best company I’ve worked for in my career.. ;1;
1981;6294;Healthy Work Environment in office. ;1;
1982;6295;Pays well Schedule Nice bonus Safety oriented Cares about people. ;1;
1983;6296;- Competitive Pay - Growth Opportunities - Good Work-Life Balance - Company is effectively structured to compete in O&G industry - Great 401k program & other benefits. ;1;
1984;6298;pension, retirement security, stability, opportunity to change jobs and move around the company. ;1;
1985;6300;"good work life-balance; excellent employee training opportunities; good salaries. ";1;
1986;6305;Worked alone, fairly simple, nothing to hard, pretty safe considering. ;1;
1987;6306;The company is more people-focused than some other large oil and gas companies. Work-life balance is good with the opportunity to work 9-80s.. ;1;
1988;6307;Chevron makes a difference in the world, so your work is valuable. You can have multiple career paths without having to leave for another company. The work is complex and challenging. Chevron's reputation opens many, many doors.. ;1;
1989;6310;Great culture and benefits. Really care about employees. ;1;
1990;6311;Great leaders. Smart employees. High level of ownership and self-motivation. Lots of career options. Integrated oil. Multiple work locations.. ;1;
1991;6313;Inclusive culture, generally good work-life balance, great co-workers.. ;1;
1992;6314;Good job culture and opportunities overseas. ;1;
1993;6315;Positive Acceptance and Team Collaboration. ;1;
1994;6317;Great learning and growth opportunities. ;1;
1995;6319;good company, great pay, decent managment, excellent opportunities. ;1;
1996;6323;compensation, 401k, good worklife balance. ;1;
1997;6325;Good benefits, nice people, great work/life balance. ;1;
1998;6334;High salary, good work life balance. ;1;
1999;6338;Great mentorship, many opportunities to learn new technologies and participate in international projects. ;1;
2000;6341;Work life balance, career opportunities. ;1;
2001;6343;Great benefits and work/life balance. Company culture is different in Louisiana than corporate culture. ;1;
2002;6345;#NOM?;1;
2003;6349;Had a great work life balance. ;1;
2004;6350;Plenty of opportunity, More than competitive salary, great benefits, and supportive colleagues, flexible career path. ;1;
2005;6351;career growth, employee wellness and safety. ;1;
2006;6353;1. Fair 2. Focused on Feedback 3. Focused Only On What is Necessary 4. Various Types of Domestic and Overseas Opportunities 5. Willing to Adapt to Change Quickly. ;1;
2007;6357;good work life balance. Nice pay. ;1;
2008;6361;Great benefits including 401k match, work/life balance. ;1;
2009;6362;Great company with international opportunities and great compensation. ;1;
2010;6363;Excellent culture and processes. Career opportunities Work, Life, Balance. ;1;
2011;6365;Great Diversity and Inclusion Program, large number of career opportunities. Wonderful compensation.. ;1;
2012;6366;Good pay , good balance to start careers. ;1;
2013;6369;Pay, opportunity for growth, culture, technology, people. ;1;
2014;6379;Great people to work with, collaborative team environment. ;1;
2015;6382;career growth, work life balance, opportunities, great people. ;1;
2016;6387;Good pay and benefits and global opportunities. ;1;
2017;6388;work life balance, pay, pension, flex time, 9/80s. ;1;
2018;6403;Lots of opportunities to grow and work on different projects around the world. Great retirement plan. Great company culture. ;1;
2019;6404;Management and hours were flexible. ;1;
2020;6405;The team I worked with, RM, based at RTC in Richmond, CA, was a chill team. Supervisor was hands-off and though supervisors above him were not technical enough to understand what we did, we generally didn't have to deal with the misgivings. Although this was Richmond, the area is safe.. ;1;
2021;6407;great work life balance at chevron. ;1;
2022;6412;They care about their people. ;1;
2023;6413;Competitive Salary Global Company Employee Benefits Culture Safety Program. ;1;
2024;6415;Competitive Salary, great people/friendly culture, strong safety culture, awesome benefits, ability to travel.. ;1;
2025;6416;Excellent opportunities for growth here.. ;1;
2026;6420;"Very good work; reorganization creates opportunities. ";1;
2027;6425;Benefits, Salary, Difficult to Fail, Rotational Opportunities. ;1;
2028;6427;Work is available but often too much and low quality.. ;1;
2029;6429;"Great team members; Strong focus on safety;. ";1;
2030;6434;Good place to spend career. ;1;
2031;6439;Work/Like Balance. 9/80 schedule. 4:1 match on 401k up to 2% salary. Big dynamic company with opportunity to grow internally.. ;1;
2032;6441;Great culture on how people treat each other with respect and safety.. ;1;
2033;6444;Nice people, good work-life balance, good pay. ;1;
2034;6447;Good salary, work life balance. ;1;
2035;6452;Many opportunities to advance Competitive salaries Great benefits. ;1;
2036;6455;Hours, people , location, management , perks. ;1;
2037;6462;Great compensation and work life balance. ;1;
2038;6464;Healthy work-life balance, meeting nice people, and good management.. ;1;
2039;6466;The only pro now is great work/life balance. We did have great benefits but that changed in 2015.. ;1;
2040;6470;Easy hours Flexible work life balance. ;1;
2041;6479;Managers and leadership at Chevron care about their employees and spend the time and money to show it. It's almost painful sometimes and several lifelong Chevron employees don't realize how great they have it. You're also working with a large number of capable people who want to do good work. In my experience, if those that are only a few months away from retirement still put in significant effort. They want the company and the people there to succeed.. ;1;
2042;6481;"Great work life balance; good pay and benefits. ";1;
2043;6483;Very caring management and team members. Open door policy makes talking to everyone and asking questions very easy.. ;1;
2044;6484;Great salary and benefits including insurance and retirement. ;1;
2045;6485;You get to help and even get to know some really amazing customers Safe and clean work environment. ;1;
2046;6486;Alot of opportunities for initiating new project and learning new technologies. ;1;
2047;6489;"Many growth opportunities for driven professionals; the company's products and services are essential, so your work matters; outstanding reputation, highly respected; excellent compensation and benefits.. ";1;
2048;6496;security, ethics, environment, salary, safety culture. ;1;
2049;6499;Benefits and appearance of career opportunities. ;1;
2050;6500;Great Benefits, Wonderful company match 401k, High salaries, opportunities to move up and/or try new things.. ;1;
2051;6501;Care about you, good systems, good pay. ;1;
2052;6502;Work life balance is respected and encouraged. Work is interesting and collaboration is generally open.. ;1;
2053;6504;Very high pay and job security for the industry, put on a pedestal. Management track.. ;1;
2054;6506;A lot of project management.. ;1;
2055;6508;Diverse and inclusive workforce, competitive salaries and excellent benefits, domestic and international work opportunities, high end technology applications, primary focus on personal and process safety, along with process efficiency.. ;1;
2056;6509;Great mission, vision, and executive management.. ;1;
2057;6511;Friendly, nice hours and bennifits and good management. ;1;
2058;6512;Culture of caring for employees backed up by policies and some very good benefits (pension + 401K match for example) Collaborative people. ;1;
2059;6513;Work/life balance Transparency across all levels. ;1;
2060;6515;Management is nice and there are always hours. ;1;
2061;6517;#NOM?;1;
2062;6518;Pay, integrity, quality co-workers, adventure and diversity. ;1;
2063;6521;Great Benefits , Good Career Paths , Sky is the limit. ;1;
2064;6525;Great company and culture. Very collaborative.. ;1;
2065;6526;stable, benefits, local, management, pay. ;1;
2066;6530;In general the benefits are pretty good. The company focuses on safety. A fairly good work life balance, but constant downsizings have eroded some of this. The company has many employee networks to improve employee experience. The company is trying to take care of the thousands of employees being laid off.. ;1;
2067;6531;Good bennys. Lots of differing opportunities. Global reach.. ;1;
2068;6532;Great company Safety always comes first Work/life balance. ;1;
2069;6534;Good work life balance, good managers. ;1;
2070;6536;Good, safe, well known, high payment.. ;1;
2071;6537;Salary. Benefits. Insurance. Location. Credit Union.. ;1;
2072;6538;Good pay Good benefits Innovation Work life balance. ;1;
2073;6539;"Lots of opportunity for growth;. ";1;
2074;6545;Cares for employees, fair pay and fair practices. ;1;
2075;6551;Ever present commitment to workplace safety, ethical dealings and business integrity. Unlimited variety of finance functional roles. Rich variety of business lines to support and learn about, from world scale engineering projects to customer-driven retail activities. Steady exposure to latest management practices and digital skills.. ;1;
2076;6552;Great pay and benefits Safety focused. ;1;
2077;6555;Work life balance, not much pressure. ;1;
2078;6557;Work life balance benefits compensation. ;1;
2079;6558;Culture, Work/Life Balance, World Class. ;1;
2080;6566;Ever present commitment to workplace safety, ethical dealings and business integrity. Unlimited variety of finance functional roles. Rich variety of business lines to support and learn about, from world scale engineering projects to customer-driven retail activities. Steady exposure to latest management practices and digital skills.. ;1;
2081;6567;Great pay and benefits Safety focused. ;1;
2082;6569;Work life balance, not much pressure. ;1;
2083;6572;Work life balance benefits compensation. ;1;
2084;6573;Culture, Work/Life Balance, World Class. ;1;
2085;6576;Outstanding work life balance and good management. ;1;
2086;6581;Independently owned. Great co-workers. In a safe city. Learned people skills. Learned how to handle money. De-escalation skills. Learned how to lead a team as a shift lead.. ;1;
2087;6582;Lots of flexibility and they care about their employees. ;1;
2088;6587;Benefits, bonus, vacation, Health plan,. ;1;
2089;6588;Work life balance is a priority. ;1;
2090;6592;Great company structure and growth opportunities. ;1;
2091;6593;Great Benefits: - Healthcare - Retirement - PTO Opportunities to change role at company. ;1;
2092;6594;Ok life work banalce not bad. ;1;
2093;6598;I've worked for and with some amazing people in some of my jobs at Chevron. The benefits are great. There are a lot of opportunities with a global company as long as you are flexible with your working location.. ;1;
2094;6599;Treats people well and cares for their well being. ;1;
2095;6601;Great compensation and benefits Internal job postings so you can switch roles easily Very laid-back and friendly atmosphere Tuition reimbursement Plenty of opportunities for technical training Huge on Diversity & Inclusion. ;1;
2096;6603;Great company benefits and work life balance. ;1;
2097;6604;great values, good work life/balance. ;1;
2098;6611;flexible work schedule, CEO, career movement, D&I. ;1;
2099;6615;work-life balance, short commute in East Bay. ;1;
2100;6616;Great pay and opportunities to move up. ;1;
2101;6617;There are a lot of resources to learn and expand your toolset. Great work-life balance and 9/80 schedule. Compensation for extra hours worked, even as a salaried employee Lots of great benefits like 401K match, paternity/maternity leave, bonuses, Refining is by far one of the most complex manufacturing processes, and it's fun to learn from a purely engineering perspective. ;1;
2102;6618;work life balance and benefits. ;1;
2103;6620;"Great benefits (U-time policy where you get time back as vacation if you work during your days off, etc; Pension/401K/Insurance). ";1;
2104;6621;Good salary, benefits, vacation. Amazing FML. They show concern for your work/home life balance.. ;1;
2105;6622;Terrific Safety & Organization Culture, Team oriented, great people, good benefits,. ;1;
2106;6625;Benefits, salary, work life balance, safety, & training. ;1;
2107;6626;Great environment for career growth.. ;1;
2108;6627;Great work-life balance, great salary with annual raise and bonus, opportunities to change to a new position within the company after two years in current position, alternative work schedules available (9/80). ;1;
2109;6634;Great salary and benefits and opportunity to work with technology. ;1;
2110;6635;Work life balance is great. ;1;
2111;6640;Chevron offers many opportunities for professional development and growth. It's important to take advantage of all employee development opportunities.. ;1;
2112;6643;For a chemical or mechanical engineer, you'll get to fully use your education. Entry-level pay is strong versus competitors, the work is challenging, and developmental opportunities are robust. In fact, the executives themselves managed to climb the ladder from the ranks of the engineers so theoretically you can make it to the very top. Employee investment is very front-loaded towards new hires, both in terms of technical training as well as business acumen training. Bonuses are good at Chevron and there's still a pension which is increasingly atypical of employers these days. There are opportunities to develop skills which are valuable outside of Chevron. Take advantage of these. The Data Science and Lean Sigma programs are very underutilized and can make you valuable outside the lumbering dinosaur of Oil & Gas.. ;1;
2113;6644;Work life balance. Interesting work.. ;1;
2114;6649;Pay and benefits are great! The camaraderie with the other operator and mechanics is irreplaceable. The company actually cares about their employees and will do more than expected to accommodate people. I miss working there I just wish they didn't operate mainly out of California.. ;1;
2115;6671;Pay, benefits, work life balance. ;1;
2116;6679;Work/Life Balance, 401(k) match, opportunity to move jobs every 2-3 years. ;1;
2117;6681;Great pay and benefits, seem to care about employees, Safety first.. ;1;
2118;6682;Pay, work-life balance, opportunity to move around. ;1;
2119;6683;Great company. Enjoyed the culture, commitment to safety, opportunity to work with high caliber professionals from around the world, opportunities for training, certifications and networking. ;1;
2120;6684;Job Safety - If you like bureaucracy, very difficult to fire once you get into the system, even if you are a consultant.. ;1;
2121;6685;Opportunities for interesting work and advancement. ;1;
2122;6692;Benefits, salary, colleagues, management, career growth. ;1;
2123;6695;Well intentioned, cares about workers as human beings, committed to dividend-good financial management. ;1;
2124;6698;Best place to work for . Exceptional work life balance.. ;1;
2125;6699;Great place to work, truly care about safety and health of workforce.. ;1;
2126;6700;Opportunities for advancement, great pay, development and pension.. ;1;
2127;6701;Great Management learned a lot of new things. ;1;
2128;6702;Company culture is the best that I know of, the ability to develop a career path and alternatives jobs. ;1;
2129;6709;Flexible work schedule. Plenty of opportunities to move around the company. One of the few companies that still offers pensions to employees. ;1;
2130;6714;Nice focus on work life balance, diversity and inclusion efforts.. ;1;
2131;6717;Good safety culture. Excellent salary. Benefits.. ;1;
2132;6718;They really care for their employees. ;1;
2133;6719;Work life balance, and good culture. ;1;
2134;6724;Great company culture, leadership, interesting work, good work life balance. ;1;
2135;6728;Great Benefits and Work Life Balance. ;1;
2136;6731;good health benefits and retirement plans. really good work/life balance. ;1;
2137;6736;Great values. Great pay. Great benefits. Great leaders. Great opportunities for growth. Great environment. Overall a great company to work for.. ;1;
2138;6737;Great pay, great culture, lots of growth opportunities, ability to travel all over the world. Lots of exposure to different areas of the business, volunteer opportunities, lunch & learns and flexible work schedules.. ;1;
2139;6740;Good company for people in the oil and gas industry. Have a large platform to develop the career.. ;1;
2140;6744;Amazing people to work with, everyone wants to develop energy responsibly.. ;1;
2141;6748;great work life balance benefits. ;1;
2142;6750;Endless opportunity to help evolve the company. ;1;
2143;6751;Work life balance. Decent Pay, decent benefits in the long term.. ;1;
2144;6753;Work/life balance, Job Collaboration, Culture, Reliability, Relatable. ;1;
2145;6759;Benefits, Work Life Balance, 401K. ;1;
2146;6760;Good pay, benefits, pension, healthcare.. ;1;
2147;6761;Raises are consistent, great benefits, excellent work/life balance. Deadlines are usually realistic and projects (in my BU) are adequately staffed. Senior management has a clear and well communicated plan and seems highly competent.. ;1;
2148;6762;Franchise opportunities, company growth, friendly environment. ;1;
2149;6763;Great benefits. Competitive pay. Collaboration is fostered. Good work-life balance depending on team. Overall good culture. ;1;
2150;6764;Safe place to work. Values diversity & inclusion.. ;1;
2151;6766;-Pension -401k employees 2% matched by company 8% -Health, dental, life ins -Family care paid leave -sick leave -stress leave - Baby bonding leave - Great safety culture -paid holidays. ;1;
2152;6770;The company takes good care of you. People are dedicated and hard working.. ;1;
2153;6777;Good place to work. Lots of opportunity and nice culture.. ;1;
2154;6778;This company hires top notch people in every department. They have very good subject matter experts. Benefits are amazing. Safety culture is amazing.. ;1;
2155;6779;Chevron ensures that employees are guided in career direction and gives them opportunities to progress.. ;1;
2156;6782;Pay, benefits, yearly bonus and at least cost of living raise every year, 9/80 schedule, 401k match, work/life balance ok if you don’t have an on-call position.. ;1;
2157;6788;"I've enjoyed working here and am thankful that Chevron has paid for much of my training and education. Benefits are good and they have done a good job with progressive programs like M.A.R.C that has allowed for employees at all levels to have open, candid and supposedly ""safe"" conversations around bias thinking, non-inclusionary practices, and other adverse type of topics that have historically been swept under the carpet. It's a program that ideally will help with molding a better culture that will eliminate the ""good 'ol boy"" mentality in Oil & Gas industry.. ";1;
2158;6797;Great work/life balance Great benefits Very team oriented. ;1;
2159;6798;Salary and Benefits on par with other oil and gas companies, good work like balance, lots of opportunities. ;1;
2160;6799;Safety is the highest priority.. ;1;
2161;6801;great culture, very diverse and lots of opportunity to relocate as long as performance rankings are not below average, annual CIP bonuses are always paid out to employees. ;1;
2162;6805;Great people, work was sometimes interesting and fulfilling. I was able to have a long-term career with one (merged several times) company in a time when most people I knew kept a job for less than 3 years.. ;1;
2163;6807;"Excellent moving package if you are willing to completely uproot your home life, kids and spouse to move for more money. Good base salaries if you are willing to forget all ethics and be a ""my way or the highway"" supervisor or employee.. ";1;
2164;6809;401k matching. Colaborative coworkers. Company networks.. ;1;
2165;6811;Steady Job, Reliable Paycheck, Enough Work to stay busy for a lifetime. ;1;
2166;6812;Care for employees Work life balance Great benefits Lots of opportunities Promote Diversity. ;1;
2167;6813;Fair Pay Structure and Bonus (If you work hard) Great Work Life Balance Lots of Growth Opportunities (Career Placement Plans) Good People - Diverse Company. ;1;
2168;6819;Flexible work schedule, Frindships for life, Opportunity to work outside of country. Overall working at Chevron was the greatest experience in my life thus far.. ;1;
2169;6820;Strong values, culture and work / life balance.. ;1;
2170;6826;good people good pay good opportunities for learning. ;1;
2171;6830;Friendly customers (most of the time), no micromanagement, layed back environment.. ;1;
2172;6831;I recommend this job to anyone. If anyone is thinking of applying to this job go for it but make sure it's for a corporate station. I worked for chevron for 7 years. I started at the end of my senior year of high school and left a year and a half after I graduated college. I really loved that chevron and my manager were able to work with my school schedule no matter what it was. They understood that school was my priority. Not only did they help with my schedule but they also paid 75% of my tuition (limit per year). The company really cares for their employees and all kinds of bosses come to see the store. I've met the president of Chevron (not many companies take the time to meet their workers). They offer so many resources and opportunities for employees. Even the DO's for my area were amazing. Chevron was just such a caring company. AND I love and miss their health care and there 401 K benefit. (after writing the review I'm considering going back). ;1;
2173;6832;Work lift balance, truly care about their employees well being. ;1;
2174;6833;Lots of resources, good pay and great work life balance. Pretty good work culture.. ;1;
2175;6835;Diverse portafolio, good benefits, career development opportunities. ;1;
2176;6840;Wonderful place to work Lots of learning opportunities. ;1;
2177;6844;Plan Brief Execute Debrief (PBED) system which highlights project controls from a very solid safety program vested in all levels of the company. ;1;
2178;6845;Stable job. Friendly co-workers. Great communication between employees and management.. ;1;
2179;6847;9/80 schedule, general great peers and coworkers. Engaging work, interesting industry, and even without drinking the kool-aid you can recognize the impact of your work on the economy and environment. High commitment to environmental safety and goals around clean energy (despite what some media may claim). Compensation and benefits are great, which is why they keep people for so long. Lots of opportunity to rotate and learn new skills if you're proactive and network effectively. 8% 401(k) match if you contribute 2%. Pension too, which is generally unheard of for non-gov't jobs.. ;1;
2180;6850;Lots of opportunities to do different jobs. Great colleagues and competent managers. Benefits also a plus pension DB and 401k.. ;1;
2181;6851;Company truly cares about it's employees. Focus on development and growth with rewards through benefits and opportunities.. ;1;
2182;6853;Great work culture in relation to work life balance, and there are benefits to working on the client side in that the bankers travel to our location instead of having to travel out.. ;1;
2183;6857;great benefits, management staff, training, and salary. ;1;
2184;6858;Friendly coworkers 9/80 Schedule Training and development opportunities are plentiful Relaxed work environment. ;1;
2185;6861;The benefits package at Chevron is literally unmatched in any other company or industry that I have seen. I had good managers and bad managers while there. There is mobility there and opportunity there, but they base this on a two year life-cycle which is not ideal in some cases. They put a high regard on development and have a well developed self-improvement program. Chevron has a very specific culture which can either be a good thing or a bad thing. I found the culture rewarding in that it strongly focuses on safety and health, but I also found it annoying in some ways for those exact same reasons. It is hard to describe until you are in the midst of it. But Chevron has a strong culture, and they take it seriously. Most organizations I've been with pay lip-service to their culture, Chevron does not--their culture is taken seriously. Working in IT, I've never experience a good work/life balance in my career, however Chevron has been the best company I've worked at to date for this balance.. ;1;
2186;6868;Solid Benefits, 401K matching, 9/80 work schedule Majority of the people that work at Chevron are friendly. Opportunities to move in the US and abroad for some job types. Good ergonomic program. Very balanced opportunities at the entry level and mid-career level. Not just for engineers, they have in-house HR, L&D, Safety positions.. ;1;
2187;6870;Fellow co-workers. 9/80 schedule, relaxed dress code, flex hours, gym on-site, good employee groups for sports activities, big company with several career paths, R&D path is available for those who like to be close to the technology.. ;1;
2188;6871;Work/life balance, great people, everything you need to succeed is in place. ;1;
2189;6873;There are many pros to working at Chevron in HQ: -9/80 schedule -Wonderful people -The Chevron Way values are real and people stay true to them -Great CEO -Global work and super interesting projects - Lots of opportunity if you are mobile - Pension and 401(k) are very good. ;1;
2190;6879;- great salary / benefits - sophisticated work - excellent work / life balance including 9/80 work schedule. ;1;
2191;6880;-Work life balance -Upward Mobility -Diverse range of work tasks, some more fun than others -Friendly coworkers. ;1;
2192;6882;Safe, Care about employees Interactive with customers. ;1;
2193;6883;Good pay Defined benefits pension plan 8% match for 401k if you contribute 2% (in U.S.), Every other Friday off (in theory at least in the U.S.), On site subsidized fitness centers at large offices, Interesting and challenging work. Top caliber colleagues. Private office for most mid and senior level employees Experienced hires generally get more vacation than new employees at other companies At corporate headquarters, free parking Free coffee & tea. ;1;
2194;6887;9/80 schedule, get hours you can use towards vacation if you are asked to work overtime, pension, given a lot of responsibility and challenging problems when you start. I came from college and was already leading large projects shortly after arriving. Can move to different positions within the company fairly easily.. ;1;
2195;6889;This is a great opportunity.. ;1;
2196;6890;Great culture - collaborative and respectful. Great pay and benefits.. ;1;
2197;6891;High salary, great benefits, travel opportunities, on-site gym, fantastic training and career development, company matches 8% in 401k if employee puts in 2%, the medical/dental/vision have low monthly cost, great location in downtown Houston, 9/80 schedule with every other Friday off, gas discounts and lots of opportunities if you're willing to learn and travel.. ;1;
2198;6893;A lot of opportunities. ;1;
2199;6895;Good Company to work for and work environment. The company cares about the employees well being (work pace breaks) and are flexible with family emergencies.. ;1;
2200;6896;Great place to work with opportunity for growth. ;1;
2201;6897;Salary Bonuses Projects Work life balance. ;1;
2202;6898;work-life balance. High pay. ;1;
2203;6899;Good benefits and average salary. Good balance with work and life.. ;1;
2204;6900;work life balance compensation was fantastic. ;1;
2205;6906;Great work life balance, smart coworkers, management that cares.. ;1;
2206;6907;Good work life balance, good pay, good coworkers and culture. ;1;
2207;6910;Great benefits (401k, healthcare, pension) They do value work life balance Great supervisors who are very supportive. ;1;
2208;6912;- Great Benefits (401K, Pension, Healthcare Coverage, PTO) - You can build great relationships and need to in order to thrive at the company - Depending on your location within the company, there is room to grow in your career - They care about Diversity, ERG's are well equipped to provide employees with resources needed to excel in career. ;1;
2209;6913;Collaborative and people focused. Great benefits.. ;1;
2210;6914;Good pay and career development. ;1;
2211;6915;Very supportive culture of training and growth. The Horizons program was in its infancy when I started, but it was both a great way to learn new skills that I could employ on the job and the networking was awesome. You had a lot of opportunities to present your work and get involved in different facets of the company.. ;1;
2212;6926;Chevron has a great working culture that focuses on safety and they treat employees well. ;1;
2213;6927;First off, Chevron Stations and other departments of Chevron should be separated because they are not the same. Chevron Stations is overloaded with low salary people who slack off during work, and who don't care about their jobs. - Can slack off and do nothing while getting paid, because the managers themselves slack off themselves and let others to do so as well. - Can break practically any rule of Chevron that you want because the managers don't care if you do so or not because they don't care for the company. - Free fountain drinks.. ;1;
2214;6929;Great company to work for. There are a lot of opportunities to learn different roles within your discipline and position a cross-functional area. This leads to a lot of opportunities for upward movement in the company.. ;1;
2215;6930;#NOM?;1;
2216;6931;Work life balance is very good. ;1;
2217;6932;-benefits, schedule, work/life balance, interesting work. ;1;
2218;6933;Excellent development programs for new and early career employees. Stick with the company and you will advance. They encourage movement and development of their young employees. Excellent benefits and work-life balance.. ;1;
2219;6935;Lots of opportunities for exposure to new operations and to build experience and knowledge in a safe environment with lots of resources.. ;1;
2220;6936;Great pension scheme, good people and Management seem fair.. ;1;
2221;6937;You'll eventually get to the point where you can laugh hysterically every time you read an article or tweet about how we need to encourage girls and people of color to go into STEM fields that is written by the same leaders that are destroying your life.. ;1;
2222;6938;Salary, Mobility, Benefits, Culture, and Travel Opportunities. ;1;
2223;6939;great compensation package, great salary, high expectations, committed to safety, environment, people, and places. environmentally conscience. ;1;
2224;6941;Great culture, people, benefits, opportunities, management.. ;1;
2225;6943;Good benefits in the form of pension, 4 to 1 401K match, relatively inexpensive medical insurance. Potential to make hundreds of thousands a year if you can climb the ladder enough.. ;1;
2226;6944;Great place to work and many opportunities to advance,. ;1;
2227;6946;Great Safety Oriented Company Just Wish Pay Was A Bit Higher. ;1;
2228;6951;Great pay. Great opportunity, if you are immensely competitive and insanely ambitious.. ;1;
2229;6955;work-life balance, investment in employees, good benefits. ;1;
2230;6956;Excellent compensation and career growth opportunities. ;1;
2231;6961;Strong management, serious career development, excellent work life balance. ;1;
2232;6967;Great safety culture. Excellent people to work with. The informal laid-back atmosphere. 4/10 schedule.. ;1;
2233;6969;Good work life balance, company culture. ;1;
2234;6970;Good work-life balance. The pace at Chevron is a little slower, so working at an even pace is enough to get you recognized as a high performer.. ;1;
2235;6972;Diverse workforce and job opportunities. ;1;
2236;6975;Exceptional culture, vast opportunities, and overall outstanding company.. ;1;
2237;6979;9/80 schedule which allows you to take off every other Friday when you work 9 hr days. Good matching contribution to 401k. There used to be great qualities about the jobs at this company which have been all lost with bad management and poor decisions.. ;1;
2238;6980;Opportunity to grow and good salaries.. ;1;
2239;6981;Chevron is a great company because it cares a lot about its employees. Expectations are clearly laid out and progress toward those goals is measurable.. ;1;
2240;6986;Nice experience about life. ;1;
2241;6988;Good people and good pay if you are an employee. You can learn a lot an there are good opportunities if you are willing to move around.. ;1;
2242;6990;work life balance company culture volunteerism office space employee networks scale of projects. ;1;
2243;6991;work life balance, people are really nice. ;1;
