;Id;text;G_naive;G
1686;7020;Easy money nothing really to it. Work by myself and am trusted. The owner is chill and doesn’t make the work stressful.. ;1;
1687;7021;Decent pay and benifits. ;1;
1688;7026;Work life balance , Pay , Benefits , Company culture ,Brand. ;1;
1689;7037;Robust processes in place to ensure high level of efficiency and safety. 4x match on 2% 401(k) is industry-leading with only Aramco Services Inc better at 5x match. Compensation is competitive and growth opportunities are omnipresent. Great work-life balance for rotational employees.. ;1;
1690;7039;Good smart people fair honest. ;1;
1691;7042;Benefits, Culture, pay, work-life balance, 401k match. ;1;
1692;7045;Great benefits, generous pay, working for a global energy company. Chevron truly cares about safety and is the industry leader.. ;1;
1693;7051;Work life balance, 9/80, Good pay, Safety orientated. ;1;
1694;7052;Good pay and good benefits. Bad culture.. ;1;
1695;7056;pension, 401k match is 8% for putting in 2%, salary competitive with market, full relocation packages. ;1;
1696;7057;- Pay and benefits - Safety culture (if mid and senior leaders buy into it and not just pay lip service to it). ;1;
1697;7062;Good benefits, competitive salary, safety focused, advancement opportunities. ;1;
1698;7063;You learn a ton when you're starting out, benefits I remember being somewhat decent, relative stability in this field, safety was a very high priority.. ;1;
1699;7067;Pay was good and the 401k program was good.. ;1;
1700;7068;its a job that pays money. ;1;
1701;7071;It is a Solid company with stable business in North America. Good practices related to keeping people safe as with most other large corporates.. ;1;
1702;7079;Great pay for the area. ;1;
1703;7081;Great benefits, competitive wages, opportunities to advance when you prove yourself. Top management started at the bottom and worker their way up. Depending on your role, travel is available. Those who work hard will advance. They have never laid anyone off.. ;1;
1704;7083;It's a paycheck and essential work. ;1;
1705;7087;"From working on multi million dollar engineering and construction projects to solving complex Operational problems in water, wastewater and energy, exciting career is an understatement. You get to work and learn from some of the very best technical, management and operations staff in a very collaborative environment. Leadership encourage and support education and learning initiatives with tuition support and resources. Leadership encourages and supports your initiatives and ""stretch goals"" and rewards performance. Leadership team strives to provide work-life balance and promotes health & wellness initiatives for employees. Leadership encourages and supports volunteering and community partnership initiatives and actively promotes a fair and equitable workplace with several diversity and inclusion initiatives to ensure everybody has the opportunities and resources to succeed in their careers.. ";1;
1706;7091;Won't lay you off, great pay, great people to work for. ;1;
1707;7094;It’s a job pays weekly. ;1;
1708;7108;Stable job with decent benefits. ;1;
1709;7116;It is a large company. They are generally fair to their workers.. ;1;
1710;7119;Great pay, good benefits, very laid back culture. ;1;
1711;7121;pay and benfits really nothing else.. ;1;
1712;7127;Frustrating localized management system prevents creative contributions.. ;1;
1713;7129;Good pay and bonus every year. ;1;
1714;7135;Rotation system between different groups for different co-op experiences Good teamwork and collaboration. ;1;
1715;7163;decent pay good work hours. ;1;
1716;7164;Great pay, benefits and time off. ;1;
1717;7166;Benefits, potential high pay and nothing else!. ;1;
1718;7167;Pay slightly above market rate. ;1;
1719;7169;Great For Beginning Your Career Pays For Your Education To Excel In Moving Up. ;1;
1720;7171;Pay is good and somewhat fair. ;1;
1721;7177;Good Pay, good people, good benifits. ;1;
1722;7196;Decent job, fairly easy to learn, good supporting coworkers. ;1;
1723;7203;Very serious about safety. Coworkers and bosses are all very nice. A lot of room for advancement if you are proactive. Excellent benefits! Pay for your Graduate School tuition in full.. ;1;
1724;7207;Forced overtime, no pay raise, if you jump through hoops there is a tuition reimbursement program. ;1;
1725;7209;Completely pay all certifications including OSHA 40, CDl and others. Good starting salary with lots of potential overtime if you want it.. ;1;
1726;7213;Completely pay all certifications including OSHA 40, CDl and others. Good starting salary with lots of potential overtime if you want it.. ;1;
1727;7215;Good pay for hourly workers, lots of hours and no scarcity of work. ;1;
1728;7216;Very serious about safety. Coworkers and bosses are all very nice. A lot of room for advancement if you are proactive. Excellent benefits! Pay for your Graduate School tuition in full.. ;1;
1729;7217;Great benefits, great coworkers, good system support. ;1;
1730;7218;Employee friendly. Good pay. ;1;
1731;7222;The pay is pretty good Love the work. ;1;
1732;7232;pay, overtime, location is great. ;1;
1733;7235;Excellent benefits and pay. Many opportunities for growth and development. You can live almost anywhere in California. PG&E is a very large employer and has many different areas to work within the company. You can maintain seniority and try very different areas of the business.. ;1;
1734;7237;Good pay, good benefit and people.. ;1;
1735;7238;Great pay, good benefits, unionized.. ;1;
1736;7245;Job stability, abundance of projects opportunities. ;1;
1737;7246;Although benefits have gone down hill, still some of the best in my county. Great pay.. ;1;
1738;7247;Steady paycheck, close to home. ;1;
1739;7249;Pay, benefits, providing power for Californian's is a noble purpose, many coworkers are good people.. ;1;
1740;7252;Competitive pay and most positions don’t require a degree.. ;1;
1741;7258;Amazing benefits, love wfh, set pay increases. ;1;
1742;7265;Pay, training, benefits, opportunities, people. ;1;
1743;7270;Pay, benefits, PTO, the people are awesome, family oriented, many opportunities for growth, invested in employee development. ;1;
1744;7273;Expected pay raises. Good people.. ;1;
1745;7281;Good pay, decent benefits,safety mindset, amazing staff, good promotion opportunity.. ;1;
1746;7282;#NOM?;1;
1747;7286;Good pay, health benefits and vacation days.. ;1;
1748;7287;Training provided to do job right, a lot of support from team leader/supervisor and peers. Work from home. Great pay , a lot of offered overtime.. ;1;
1749;7288;It is generally stable and steady. Easy to change departments and get broad experience.. ;1;
1750;7289;Great pay. Lots of OT opportunity. Can be fun but can be hectic. Lots of opportunities to transfer to different locations. ;1;
1751;7292;Union pay and benefits for engineers is very good. Non union, individual contributors are not treated nearly as well in regards to pay and work assignments. Vacation time, pension, 401k, sick time, are above average. Remote work because of Covid-19 has been great. Not all collogues can work remote unfortunately. Many co-workers try their best.. ;1;
1752;7302;Great pay and life balance. Very nice people around.. ;1;
1753;7304;It pays well and the benefits are good. ;1;
1754;7306;The pay is really good. ;1;
1755;7309;Stable, decent benefit, decent pay. ;1;
1756;7314;Great pay and benefits to go along with interesting and meaningful work. ;1;
1757;7317;Potential to influence the cutting edge of utility practice for a large population.. ;1;
1758;7320;Great pay and good benefits.. ;1;
1759;7321;Pay rate and the benefits unmatched. ;1;
1760;7330;Fair pay, positive safe work environment. ;1;
1761;7332;Good pay with benefits and OT. ;1;
1762;7334;"Excellent benefits; pay beyond most comparable industries; many dedicated co-workers; wide variety of job opportunities; Union represented positions are relatively secure and receive above market annual increases. ";1;
1763;7336;Great pay, benefits, and PTO.. ;1;
1764;7337;competitive pay and promotion opportunities. ;1;
1765;7346;Great Pay and relatively good work/life balance. ;1;
1766;7351;Great pay and a great group of people to work with.. ;1;
1767;7352;Great pay, benefits, and people. ;1;
1768;7356;Great pay, bi-yearly pay increases, union job. ;1;
1769;7358;Decent pay and good benefits.. ;1;
1770;7361;Security and pay are great.. ;1;
1771;7363;Pay People try to do the right thing. ;1;
1772;7364;Great people, great pay, great place to work.. ;1;
1773;7366;Solid team, Fair pay, good leadership. ;1;
1774;7371;Pay and benefits medical is amazing Paid Time off 401k Good work enviroment. ;1;
1775;7376;If you get a good supervisor, you will be hardpressed to find a better place to work. Strong union, pay is amazing, benefits are strong.. ;1;
1776;7382;Great benefits, competitive salaries, diverse workforce. ;1;
1777;7386;Pay is great A lot of OT Tons of opportunities Benefits Retirement. ;1;
1778;7393;Benefits are great. Pay is reasonable.. ;1;
1779;7399;Stable job, no massive layoffs. ;1;
1780;7400;Pay 4-10 schedule Vacation Good coworkers. ;1;
1781;7401;Great pay and benefits amazing schooling/qualification process. ;1;
1782;7402;work life balance. Good Pay.. ;1;
1783;7405;Benefits, hourly pay, schedule, your own space. ;1;
1784;7411;Great coworkers. Pay is pretty good, but they’re pretty much golden handcuffs.. ;1;
1785;7414;Flexible, good pay, benefits, work life balance. ;1;
1786;7415;Benefits and pay are good. ;1;
1787;7418;Good pay, great people, great areas to work.. ;1;
1788;7420;Pay, Benefits, 9/80 schedule, 401k. ;1;
1789;7421;Good pay. Good benefits. Happy. ;1;
1790;7426;Great pay and benefits! Room for career advancements. Being heavily involved in giving back to the community in which we live and work.. ;1;
1791;7430;Competitive salaries, great benefits, challenging problems, excellent on diversity and inclusion, a few very talented people, amazing amount of resources available, can move around to different jobs in the company. ;1;
1792;7433;Pay was great lots of teaching. ;1;
1793;7436;Generous benefits, decent pay, especially if you work outside the Bay Area. ;1;
1794;7437;Great pay. A lot of experiences.. ;1;
1795;7438;Stability, good salary and benefits. ;1;
1796;7440;Benefits, Pay and Training Opportunities. ;1;
1797;7444;Benefits and pay. And that is it.. ;1;
1798;7449;Stable industry with good benefits, promote from within, very career focused with lots of opportunities. ;1;
1799;7452;Great pay for young career.. ;1;
1800;7453;Stable work and always something to do. ;1;
1801;7456;good pay, decent benefits, good equipment. ;1;
1802;7463;Electric team is very nice. flexible hours. Great pay. ;1;
1803;7466;good pay and good benefits. ;1;
1804;7470;Great benefits, good pay, many good people. ;1;
1805;7471;Good pay and benefits, good flexibility for office workers. ;1;
1806;7472;Great pay and benefits. Work life balance. ;1;
1807;7473;- Union position = stability, great compensation, benefits - Utility business is highly complex, so there is a wide variety of positions, teams and departments to move around in - Some great managers that lift you up and set a great example. ;1;
1808;7475;Great benefits and pay, depending on work group amazing people to work with,. ;1;
1809;7480;Stable demand for electricity . Good benefits.. ;1;
1810;7487;Good compensation package. They pay well for the high stress work environment.. ;1;
1811;7493;great benefits good pay great. ;1;
1812;7496;excellent leadership, good pay, and good hours. ;1;
1813;7501;"Good pay and benefits; ok work life balance. ";1;
1814;7506;variety of work, ability to learn a lot of new skills, the pay is great, and a lot of available overtime. ;1;
1815;7507;Great benefits and competitive pay. ;1;
1816;7509;Decent company, good benefits and pay. ;1;
1817;7511;Work-Life Balance Community Service Employment involvement Good Retirement Plan Competitive pay. ;1;
1818;7513;The company is unionized by three unions, so the benefits and pay are pretty great. I don't know of anyone employed with PG&E that doesn't make a living wage. As far as benefits go, retirement was recently moved from a full pension to a cash pension/401k combo for new hires (union).. ;1;
1819;7514;benefits are great, good way to pay for grad classes. ;1;
1820;7520;Stable environment, lots of opportunity to learn and grow if you apply yourself. Company is focused on Safety.. ;1;
1821;7521;Good pay, benefits, tuition reimbursement.. ;1;
1822;7529;Treat their people fairly in almost all situations. ;1;
1823;7530;The pay is decent and the work challenging and satisfying.. ;1;
1824;7532;Excellent benefits, pay, and co-workers. Great training opportunities.. ;1;
1825;7533;Large utility that will always have paying customers. ;1;
1826;7537;Good pay and benefits make you want to stay. ;1;
1827;7541;Good People, diversity champions, good pay\benefits. ;1;
1828;7542;Pay structure raises were good. ;1;
1829;7544;Great pay, benefits and culture. ;1;
1830;7551;Pay is above average for cyber security roles. Hour expectaions are low, meaning theres little pressure to complete work quickly (until theres a crisis). I have a lot of autonomy. Even with the bankruptcy, am fairly secure in my position. Little outsourcing to other geographies.. ;1;
1831;7552;Great work life balance, benefits and pay.. ;1;
1832;7554;Pay, benefits, 401k, pension, great experience. I really liked the job itself, and for a lot of people it really works out great.. ;1;
1833;7555;I love the people I work with. Many of them have become extremely close friends...like family. The benefits are great, the pay is good, the job is stable, work life balance can exist if you create the right boundaries and expectation, and you can move from one group to another fairly easily which helps you get a lot more experience.. ;1;
1834;7559;Decent Pay, PTO, pension. Work life balance before the fires was great.. ;1;
1835;7563;Fair pay and benefits. Work-life balance really depends on what group you work in.. ;1;
1836;7566;"None good old boys with family members in "" white only high paying jobs"". ";1;
1837;7568;Good workload , good pay and great benefit. ;1;
1838;7570;Great pay, great benefits, great opportunities. ;1;
1839;7579;Good pay and bonus system, A review mentioned the STIP (short term incentive plan) was a bonus system. It is NOT a bonus system. It's an award and not always granted.. ;1;
1840;7581;Top tier pay is good if you last long enough to get there.. ;1;
1841;7583;A few great leaders within our group are forward thinkers and willing to take the right amount of risks. They are usually those who have worked in real companies with no rate payer support. Hopeful for the new CEO coming on board!. ;1;
1842;7586;Stable Job, Good Benefits, Decent Pay. ;1;
1843;7590;Great pay and great benefits, lots of job opportunities, and easy to move around to different roles in different areas of the company.. ;1;
1844;7592;Good pay and bonus system, A review mentioned the STIP (short term incentive plan) was a bonus system. It is NOT a bonus system. It's an award and not always granted.. ;1;
1845;7593;Pension, good benefits, pay is on par. ;1;
1846;7599;Great pay and benefits. ;1;
1847;7603;Competitive pay, good benefits, and a good location in the city. Retirement benefits give people an incentive to stay a long time.. ;1;
1848;7604;Good pay, good work balance, large company with stability and options. I have worked here on and off for two decades and can't say enough good things about it.. ;1;
1849;7625;Vestas Wind Systems A/S is a top wind turbine manufacturer. It is headquartered in Denmark. This means the culture of the firm is very Danish style - good benefits, reasonable working hours. ;1;
1850;7628;Excellent benefits and pay, but that's about it.. ;1;
1851;7630;pay is good, benefits are amazing teamwork with felow co workers are great. ;1;
1852;7642;The company provided decent pay for the work being completed and the benefits were more than adequate.. ;1;
1853;7645;Great pay and benifits if you can get hired.. ;1;
1854;7649;Pay is not too bad. ;1;
1855;7653;Pay, benefits, overtime, variety of shifts. ;1;
1856;7656;Good pay and benefit. Interesting work. ;1;
1857;7657;They start with high pay.. ;1;
1858;7661;Decent onboarding pay when I started. Depending on your manager and co-workers can be a good place to work. Safety usually comes first.. ;1;
1859;7665;Pay is pretty ok I guess. ;1;
1860;7668;Great hours, great pay, great schedule, great benefits. Very safe work environment.. ;1;
1861;7673;pay is better than other places, but still not quite a living wage. ;1;
1862;7675;Easy Job. Will only get fired for attendance Breaking something Alright pay Good insurance Good for beginners. ;1;
1863;7677;People, pay, facilities, travel, wages.. ;1;
1864;7679;Great company,good pay, lots of potential.. ;1;
1865;7680;Good pay and benefits can't think of anything else. ;1;
1866;7683;The work is easy, but there is plenty of it. The people generally get along well. Pay is above average for the industry.. ;1;
1867;7684;Pay is not too bad. ;1;
1868;7690;schedule, pay rate, co workers. ;1;
1869;7695;Good pay, Great benefits. Wonderful way to learn from the ground up. ;1;
1870;7698;Excellent Benefits. Good pay. Good experience.. ;1;
1871;7702;Great benefits, they pay a good portion to keep prices low. Training is thorough and well taught Very clear path to advance from Tech 1 to Tech 3. ;1;
1872;7703;The pay rate is manageable. ;1;
1873;7704;Pay, Benefits, People, Work, Schedule. ;1;
1874;7718;Great people to work with. Working with colleagues from around the globe. Great benefits. Decent pay scale for salaried positions.. ;1;
1875;7719;Pay is descent. Good benefits. Opportunity for advancement.. ;1;
1876;7720;Fantastic Benefits Exciting Work Scope Decent Pay Awesome Coworkers Friendly Atmosphere New Challenges. ;1;
1877;7721;Pay is great trainers and other associates are friendly and willing to learn more. Set breaks which is great. Always arrive on time.. ;1;
1878;7724;Different schedules excellent and cheap benfits High pay rates A lot of training. ;1;
1879;7733;Pay is among the highest for entry level in the area. Schedule is not very demanding. Above all, the benefits are spectacular.. ;1;
1880;7735;Paycheck, benefits, uniforms paid for. ;1;
1881;7736;Horrible ethics .. employees die and they’re ok with it... they cover it up. ;1;
1882;7738;Great benefits, alright pay, some good people.. ;1;
1883;7746;Better than average pay to start, super cheap health insurance. ;1;
1884;7769;Good Pay and Benefits 9/80. ;1;
1885;7770;BP has smart people that seem friendly. They are nice, energetic and intelligent. They invest in nice offices and are a global company with opportunities all over the world. The pay is good. You get to work with the latest technology. Strong support of diversity of ethnicity, gender and sexual orientation.. ;1;
1886;7772;Stability Learning Healthy Exposure Agility. ;1;
1887;7773;work-life balance, decent benefit, a good place to practice soft skillset. ;1;
1888;7774;Good pay and benefits. Training is good.. ;1;
1889;7778;Great pay and company benefits. ;1;
1890;7781;Nice pay Good Bonus fun Easy Nothing else utilize tech. ;1;
1891;7783;New Ownership, Wages, Flexibility, Location, Busy. ;1;
1892;7794;Great benefits, pay, flexible hours and work from home options.. ;1;
1893;7799;Great pay Laid back, but very competent colleagues Fun work environment. ;1;
1894;7802;Learning opportunities and growth Pay / Bonus' Incredible Work / Life balance. ;1;
1895;7803;Good compensation and benefits. Always had good line managers who treated me fairly. Respectful culture.. ;1;
1896;7807;"Great pay and benefits; Great people; Good opportunities for advancement. ";1;
1897;7810;good benefits and competitive salary. ;1;
1898;7819;Decent pay Global opportunities Work from home. ;1;
1899;7821;Good pay, comfortable offices and perks. ;1;
1900;7822;Great pay, good work-life balance, great people, diversity, inclusion,.... ;1;
1901;7823;Great Pay, culture varies from department.. ;1;
1902;7829;Good benefits, fair pay, world-wide company. ;1;
1903;7830;-Great Compensation -Excellent Resume Building Experience -Brilliant People -Nice Perks and Accomodations such as Gym, Cafeterias, modern workspaces going up -Flexible Working Culture -General Understanding that Family Comes First -Strong focus on values and ethics. ;1;
1904;7831;Benefits and pay are good. ;1;
1905;7835;Great Company, good benefits and pay.. ;1;
1906;7837;Great pay and benefits, great bosses. ;1;
1907;7839;Good pay and benefits. Opportunities can present themselves.. ;1;
1908;7842;Growth, great pay, great learning opportunity.. ;1;
1909;7845;Good pay and benefits. Offer chances to move around and add to your experience. Good training programs.. ;1;
1910;7847;Castrol BP Vietnam is a joint venture between BP and one local company Petrolimex in Vietnam. This is a great company with great working environment where we work and act on five core value Safety - Excellent - Respect - Courage - One Team. Castrol BP VN is one of the big companies in Vietnam and is in top 50 of Biggest Tax Payers.. ;1;
1911;7849;Pay & benefits, flexible working, caring company. ;1;
1912;7858;Good pay, great benefits (including a pension), amazing people to work with, and if you network well you can create your own advancement opportunities. The company is trying to re-invent itself in a more renewable energy direction, which is inspiring as well!. ;1;
1913;7863;Good benefits Pay, flexible, bonus program. ;1;
1914;7865;Very good pay, healthcare, pension AND 401(k). ;1;
1915;7867;Good pay and good benefits. ;1;
1916;7868;good pay, good benefits, good people. ;1;
1917;7873;Tons of growth Good pay, benefits Strong leaders Excellent culture Travel. ;1;
1918;7877;Pay is excellent but worklife balance is not good.. ;1;
1919;7885;Above average pay, good benefits. ;1;
1920;7889;great pay, great benefits, fun people, fun environment. ;1;
1921;7892;good pay and benefits even for entry level.. ;1;
1922;7897;Good benefits, stable place to build career. ;1;
1923;7902;Good Pay and great benefits. ;1;
1924;7908;Stable, good company and life benefits. ;1;
1925;7912;Great pay and benefits. Collaborative environment. They promote work life balance for office workers. Development and learning opportunities.. ;1;
1926;7914;Busy store fun job nice pay. ;1;
1927;7928;Good pay and great benefits.. ;1;
1928;7933;Pay, benefits, workplace, opportunities, coworkers. ;1;
1929;7938;Strong Capital, Long-term Stability, Diversified portfolio. ;1;
1930;7939;The pay and benefits are above average. ;1;
1931;7947;Great Pay, Good Experience, Safety ;1;
1932;7949;Pays well, good work/life balance.. ;1;
1933;7952;Great people and above average pay and bonus.. ;1;
1934;7953;Good benefits and good pay. ;1;
1935;7955;Great benefits and pay if you keep your job. ;1;
1936;7957;A lot of very skilled workers (level G and below). Great Benefits and good pay. Good diversity and hard working people.. ;1;
1937;7961;-high pay, great benefits, international opportunities. ;1;
1938;7965;The pay and benefits are above average. ;1;
1939;7971;-Great Compensation -Excellent Resume Building Experience -Brilliant People -Nice Perks and Accomodations such as Gym, Cafeterias, modern workspaces going up -Flexible Working Culture -General Understanding that Family Comes First -Strong focus on values and ethics. ;1;
1940;7974;Pay, Benefits, CAPEX, Training, Flexibility, WL Balance. ;1;
1941;7979;A lot of very skilled workers (level G and below). Great Benefits and good pay. Good diversity and hard working people.. ;1;
1942;7980;The pay and befits are goid. ;1;
1943;7981;Benefits and pay. Also good vacation. ;1;
1944;7982;Great Pay, Good Experience, Safety ;1;
1945;7986;Decent Perks if you work at a main campus. The pay was better than most of its competitors and better than a comparable job in another industry.. ;1;
1946;7990;9/80 compressed work week, great pay and benefits, not micro managed. ;1;
1947;7997;Great pay, great benefits, excellent retirement. ;1;
1948;8000;Benefits are likely better than competitors and hours were not bad. ;1;
1949;8002;fitness center on facility is great. Decent pay for Houston (industry average).. ;1;
1950;8014;Good pay, nice area to work in.. ;1;
1951;8016;Pay, Pay, Pay, Pay, Pay. ;1;
1952;8024;Fair, honest, flexible, technology leader. ;1;
1953;8026;Pay, bonus, benefits, coworkers, overall culture and mindset. ;1;
1954;8033;Salary, benefits and work life balance are all good (at least compared to consulting). Its competitive, but not nearly as competitive as consulting so easy to stand out if that's your background.. ;1;
1955;8035;Friendly environment and no shortage of hours typically. Decent pay when hourly rate combined with quarterly bonuses. Usually fast paced customer service based environment.. ;1;
1956;8042;Fair compensation, work at home privileges, team environment. ;1;
1957;8043;High paying job with good benefits. ;1;
1958;8045;Good Benefits, Good pay and decent outlook.. ;1;
1959;8050;Good pay, benefits, and for those looking for a place to hide and not have to do much to earn those benefits there are a reasonable number of places where this can happen.. ;1;
1960;8053;Well compensated. Opportunities for advancement. Very good benefits from 401k, retirement account, medical, etc. ;1;
1961;8057;Great benefits , excellent pay, et oom for advancing. ;1;
1962;8060;Pay scale, benefits, growth opportunity. ;1;
1963;8061;Competive pay and benefits Flex scheduling Well maintained office Tuition reimbursement. ;1;
1964;8064;Flex fridays and casual office environment and culture generally live up to warm and fuzzy, good work life balance image, although flex fridays have been taken away from some groups in other areas of the company. Vacation time relatively weak compared to competition, but management in generally flexible if there are family issues that limit your work availability. Salary is reasonable, but much better can be had in industry, new bonus structure is good (if you have a good relationship with your supervisor), disappointing otherwise. Benefits are solid. Worldwide work locations with opportunities for advancement if you toe the company line and keep your opinion to yourself.. ;1;
1965;8066;Good pay, good benefits. Some very smart people. ;1;
1966;8073;-Good pay and benefits (401k, Medical, etc.). ;1;
1967;8074;Competive pay and benefits Flex scheduling Well maintained office Tuition reimbursement. ;1;
1968;8081;work-life balance is often good, generally treated fairly. ;1;
1969;8084;Pay and benefits are ok not the best. ;1;
1970;8085;Pay (and that's about it). ;1;
1971;8087;Competitive salary, great benefits, exciting technology.. ;1;
1972;8088;Good pay. They have good values in theory? It looks good on a resume.. ;1;
1973;8092;Big company, nice pay & benefits. ;1;
1974;8101;Good pay, benefits are not bad. ;1;
1975;8106;Benefits are outstanding along with very competitive pay rates.. ;1;
1976;8109;Stable work environment, flexible hours, pretty good work/life balance. ;1;
1977;8113;"Good hours. Decent pay. Good benefits. If you're on a good team or find good mentors, you can have a very successful career here and there is no set ""career path"" so you can find which part of the business you like and steer yourself in that direction.. ";1;1.0
1978;8115;Good Learning experience. Great training. Team values and can move to different roles but competitive.. ;1;
1979;8129;Great roles. People really do take the time to teach you. Competitive pay.. ;1;
1980;8130;Good training, great benefits, competitive salary. ;1;
1981;8131;Good overall review. Good Benefits. In general the Management structure in Alaska worked fairly well. I will work for BP again if given the opportunity. ;1;
1982;8138;Great mentoring available, competitive salaries, good work/life balance. ;1;
1983;8140;"Competitive benefits. Some locations in the US have very strong employee engagement and culture. The further the locations are from the main ""hubs"" (Chicago and Houston) the more engaged and productive they seem to be. The only exception to this is Supply and Trading.. ";1;
1984;8142;Great benefits , excellent pay, et oom for advancing. ;1;
1985;8144;-Good pay and benefits (401k, Medical, etc.). ;1;
1986;8145;Competive pay and benefits Flex scheduling Well maintained office Tuition reimbursement. ;1;
1987;8152;work-life balance is often good, generally treated fairly. ;1;
1988;8155;Pay and benefits are ok not the best. ;1;
1989;8156;Pay (and that's about it). ;1;
1990;8158;Competitive salary, great benefits, exciting technology.. ;1;
1991;8159;Good pay. They have good values in theory? It looks good on a resume.. ;1;
1992;8163;Big company, nice pay & benefits. ;1;
1993;8172;Good pay, benefits are not bad. ;1;
1994;8177;Benefits are outstanding along with very competitive pay rates.. ;1;
1995;8180;Stable work environment, flexible hours, pretty good work/life balance. ;1;
1996;8184;"Good hours. Decent pay. Good benefits. If you're on a good team or find good mentors, you can have a very successful career here and there is no set ""career path"" so you can find which part of the business you like and steer yourself in that direction.. ";1;1.0
1997;8186;Good Learning experience. Great training. Team values and can move to different roles but competitive.. ;1;
1998;8200;Great roles. People really do take the time to teach you. Competitive pay.. ;1;
1999;8201;Good training, great benefits, competitive salary. ;1;
2000;8202;Good overall review. Good Benefits. In general the Management structure in Alaska worked fairly well. I will work for BP again if given the opportunity. ;1;
2001;8209;Great mentoring available, competitive salaries, good work/life balance. ;1;
2002;8211;"Competitive benefits. Some locations in the US have very strong employee engagement and culture. The further the locations are from the main ""hubs"" (Chicago and Houston) the more engaged and productive they seem to be. The only exception to this is Supply and Trading.. ";1;
2003;8213;Fairly relaxed, flexible hours, 9/80 schedule, easy to convince others that you are an expert in a particular area or product.. ;1;
2004;8217;* Outstanding pay and benefits * 9/80's for those who work in the business * Technical folks are outstanding. ;1;
2005;8223;#NOM?;1;
2006;8230;I believe that the management strives to be fair and tries to do the right thing even in these trying times for the oil industry.. ;1;
2007;8231;Fair Pay / Benefits Challenging / Engaging Projects and Opportunities to be a Part of Open to Professional Development Opportunities (certifications, continuing education, etc) Large Company that Provides Many Opportunities for Networking (both in and out of the company) I have had positive experiences with direct line managers - professional and supportive. ;1;1.0
2008;8232;BP was a positive and professional company to work for and I'm proud to have been part of there organization. BP was fair, honest was knowledgeable in the alternative energy field.. ;1;
2009;8234;Nice buildings, campus is Eco-friendly, very convenient work locale, free parking, events for family, good pay and bonuses.. ;1;
2010;8243;BP has some great strategic thinkers who will keep the business a competitive supermajor for a long time. In general, it makes good decisions on a global scale, and has some of the best technology in the industry. It allows for flexible work hours and it truly does try to provide for a balance between personal and work life.. ;1;
2011;8246;"Actually if you work hard and are unrelenting in accomplishing your job, this place has fairly decent opportunities. Management will at least act like they are listening to you. Management won’t fly of the handle and scream or lose their cool very often, if ever. The company is getting its VPP (variable pay for performance) package to be fairer in rewarding those who work hard and consistently. Hourly people can get a VPP in four different brackets; (a.) under expectations=0% bonus, (b.) meets expectations=7% bonus, (c.) exceeds expectations=17.5% bonus, (d.) exceptional=21% bonus. It is a little more complex than that but, not much and it is pretty fair in a lot of ways. They match 401k at 7%, administered through Fidelity. The overall resources for work /life balance are pretty great considering the size of the company. I get four forty hour weeks paid vacation every year, but I work 84 hour weeks offshore so I really get two offshore weeks off every year. They pay $250 towards fitness equipment for you to buy for your home uses every year, plus $300 for participating in other health initiatives through BPhit program. So, I can have six weeks in a row off every year without missing my base check. Nice. You won’t ever be harassed for taking the time to do the job safely or environmentally friendly. They do have mechanisms in place to report unethical management practices so that you have a form of recourse if they want you to take unnecessary chances or risks. I appreciate the fact that even if they are truly at heart an oil company, they are taking steps to create a greener company. Overall, I am pretty happy with the company, for what it is and what industry it is in.. ";1;
2012;8247;Pay is good Benefits are good Alternate work schedule is great Many good people to work with. ;1;
2013;8249;Working at a refinery is never going to be a typical/relaxing 8-5 gig, but generally speaking, the work-life balance is rather good. Overall compensation is relatively on par with industry competitors.. ;1;
2014;8252;Great pay and benefits and people. ;1;
2015;8254;They like to pay their employees bonuses. The people are very friendly and the corporate culture/environment is very easy going. They have several networking opportunities within the company including affinity networks and have several lunch and learns for professional or technical development. They are also heavily involved with the surrounding community.. ;1;
2016;8255;Large Oil and Gas international business. Many internal opportunities. Pay and bonuses are good. Many wonderful co-workers.. ;1;
2017;8256;The PSCM function at BP is growing rapidly, the on the job opportunities and learning were abundant. They treat the interns to paid housing, very competitive pay, and relocation reimbursement. BP also made strong efforts to extend business travel opportunities to interns for extended and enhanced job learning.. ;1;
2018;8262;Great pay, great benefits, great bonus structure, good work and personal life balance.. ;1;
2019;8264;Good benefits (pension, 401k matching, health, vision dental, FMLA plan, etc...). They also have competitive pay , bonus plan, and stock options.. ;1;
2020;8265;A company that is facing a lot of challenges, BP is right now a good place for those who welcome change and want to prove something to themselves. Compensation is fair and benefits are excellent. People here are genuinely good people with good intentions.. ;1;
2021;8267;*Great pay and benefits, really unrivaled for the amount of work. * A lot of focus on work/life balance * Ability to take on projects and learn easily * Huge opportunities if you are willing to take them. ;1;
2022;8269;Work with a great operations team. They utilize best management practices for various location which allows each site to do certain things in a way that bets suits them. Excellent career advancement opportunity. Really good benefits package. The research and development job that I had was really challenging.. ;1;
2023;8272;Great pay and benefits. The comedy never ends with terrible upper management decisions that only make the common worker more money. There is so much money in utter confusion.. ;1;1.0
2024;8283;BP offers competitive pay and excellent benefits. They offer good opportunities for learning and advancement. BP believes in giving back to the community and offers a wide range of opportunities for employees to help make a difference.. ;1;
