date;employee_title;employee_status;review_title;pros;cons
2021-03-04;Human Resources Advisor;Current Employee;The Royal Family;"If you're high performing, you're generally given good opportunities, interesting work, and competitive pay. There are also some amazing people here who can build you up welcome you to a fantastic network of work friends.
";"Worst things: old school, hierarchical, terrible culture (perfectionists, disempowering, untrusting of employees), risk averse, stagnant
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-05;Senior Business Analyst;Current Employee, more than 1 year;Company going downhill;"There are new hire organizations
";"Upper management does nor care about you. They would rather borrow money to pay dividends than retain their employees.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-05;Human Resources Advisor;Former Employee, more than 8 years;Once stability was the driver, now I am not sure what is left;"Smart people, workplace flex, training opportunity (has since been removed)
";"Not long term focused as advertised, not nimble, disjointed, poor teamwork
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-17;Sales Engineer;Current Employee;Good place to work;"Lots of really good people
";"Can be tough to get things done
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-18;Engineer;Current Employee;N/A;"Large company, great benefits, nice campus
";"Not a lot of exit opportunities in industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-16;Controllers Analyst;Current Employee, more than 1 year;What you'd expect;"Plenty of opportunities across the corporation global benefits
";"Old school culture Takes a while to get significant responsibilty
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-02;Senior Engineer;Former Employee, more than 8 years;Tenacious Culture Issues;"Good pay, people are generally sharp
";"Very rigid culture and inflexible mindset. Top-down mentality to a degree that seriously damages judgment internally and credibility externally.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-15;Research Scientist;Former Employee;NA;"Compensation is competitive for job
";"Bad moral company wide the last few months
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-02;Anonymous;Former Employee, more than 1 year;Very old fashioned;"Lots of great experiences for career advancement
";"Very white. Old fashioned. Unwilling to change
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-01;Mechanical Engineer;Current Employee, more than 1 year;Challenging work in challenging environment;"A challenging environment where exciting things always happen .
";"Poor work-life balance . Work work work
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-13;Regional Manager;Former Employee, more than 1 year;yes;"good in terms of salary
";"bad in terms of work management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-11;Pricing Advisor;Former Employee, more than 5 years;Great place to work - culture is lagging - good leaders in certain areas of company;"Good benefits and base salary, good place to grow if you are willing to put in the time
";"Can be a bureaucratic environment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-24;Accountant;Former Employee, more than 10 years;Disappointed with the current state of the company;"Good salary Potential for career development Beautiful campus & amenities
";"Lack of diversity in management roles Too many useless meetings Forced ranking Outsourcing jobs
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-25;Financial Controller;Current Employee, more than 10 years;ExxonMobil Financial Controller;"Financial compensation, caliber of employees, global scale and opportunities for development.
";"Work/life balance and leadership development process/initiatives.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-25;Process Engineer;Current Employee, less than 1 year;Process Engineer;"Lots to learn, high quality work
";"Firing a lot of people, restructuring, overwork, no 401K matching, poor work/life balance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-10;Process Operator;Former Employee;Process Technician;"Electrical Distribution, Domestic and Water distribution Steam PLant wide, Utilities Unit experience as well as Planning.
";"The inability to get jobs done do to the competitive bureaucracy of the plants needs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-10;Training Coordinator;Former Employee;Large Company;"Great learning experience with diversity.
";"Large company with opportunity for many.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-20;Anonymous;Current Employee, more than 10 years;Mixed Bag;"Good pay; healthcare benefits and the pension (if it lasts); colleagues are generally intelligent, motivated, and pleasant to work with; can end up working interesting projects; training used to be good, but dropped off in the last few years; first line supervisors are mixed but I've generally had good experiences.
";"Upper management is detached, reactive, and apparently incompetent. The culture is very top down, and employees are expected to defer to (and frankly live in awe of) those with positions of authority. This is to the detriment of the organization, since upper management typically develops a distorted view of actual operations. On a related note, management frequently seems to ignore recommendations from technical staff. EM used to offer relative career stability for a company in the oil and gas industry, but that's out of the window now, especially for employees in ""high cost"" locations (USA, Australia, Canada, Western Europe). 2020 layoffs in high cost regions were handled poorly (starting with mandated cuts from gaming the performance management system) and greatly eroded internal organizational trust. Already seeing relatively heavy voluntary attrition as a result. Performance management/ranking system has always been bad but it's gotten worse through time, especially lately. EM is definitely on the wrong side of history. Though there's likely a long term future for oil and gas on some level, the industry is probably at the precipice of a long term contraction as renewable energy grows. IOC's and especially XOM are particularly vulnerable to this, especially with the current management and company strategy. Finally, the brand is toxic and the company knows it.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-02-09;Business Developer;Current Employee;Good experience;"Good experience, upside for high performers
";"Lots of recycle internally and inefficient work. Playing internal politics is a grind.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-21;Planning Engineer;Current Employee, more than 1 year;Excellent if you are looking to stay with the same company for your entire career;"-Great training -If you're an engineer, you'll get to use your schooling -High starting salary
";"-Training may not be transferable to other industries -Can be high stress -Old school mentality -They hook you with a high starting salary, few advancements from there
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-02-08;Paralegal;Current Employee, more than 10 years;Good career;"Pay and benefits, flexibility and team
";"Amount of work can be overwhelming
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-07;Instrumentation Engineer;Former Employee, more than 1 year;Instrumentation Engineer at Exxon;"The pay was really good.
";"Work life balance was difficult
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-22;Process Engineer;Current Employee, less than 1 year;Review;"Pay, quality of work, work overload
";"No work and life balance, work overload
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-21;Reservoir Engineer;Current Employee, more than 1 year;Uncertain future;"High salary, intelligent colleagues, global company
";"Uncertain of corporation's strategy long-term
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-06;Process Design Engineer;Current Employee, more than 8 years;ExxonMobil good overall employer;"Strong emphasis on professional career development, excellent opportunities for professional growth. Very ethical company, good compensation
";"Difficult to balance work / life balance in many of the roles within the company, especially within the manufacturing organizations.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-19;Research Associate;Former Employee, more than 8 years;Too political and not fair ranking system;"Great talented people across the world
";"Terrible leadership and ranking system, no empathy
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-03-09;Research Engineer;Former Employee, more than 10 years;Unethical Lying Backstabbers;"Decent Pay, but you have to sell your soul to the devil to get it
";"Everything. Terrible work environment. Terrible, hypocritial, backstabbing 'leadership"" They are not approving and or deleting reviews like mine because they don't want you to know the truth. Stay far away from ExxonMobil if you value your mental and physical health and have a genral positive outlook on life because they will try to brainwash you and beat you down to change that. No future in oil and gas. Go green!
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
2021-03-08;Geologist;Current Employee, more than 8 years;This place is the last Soviet republic;"A chance to work large scale projects (just at a pace which will constantly require you to choose between your work and family, health and happiness)
";"This place has always had its problems, and then, 2020 happened. The highest levels of management literally have no idea how large segments of this industry work. See DW demanding to go in 100% on very risky Brazil acreage as an reaction to only having 50% in Guyana (a block so risky, we held for 20+ years before drilling) There is a major division between management and the people who actually do the work.
Verify your email to continue reading or Resend email
6 people found this review helpful
Helpful
Share
Repor"
2021-02-04;New Business Development;Current Employee, more than 3 years;Very smart people, breath of career;"Lots of career latitude with very smart people
";"Culturally behind a bit, poor vacation policy
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-03;Network Security;Current Employee;amazing;"good experience good experience good experience
";"salary wasnt so good , to improve
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-17;Process Operator;Current Employee, more than 10 years;ExxonMobil Operations;"The only pro to working here is they still provide a pension. Other than that I would work for any other refinery.
";"Terrible place to work. The only reason people work here is because of the pension. Management make it a hostile work environment. If we loose our pension I will find another job.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Financial Analyst;Current Employee, more than 3 years;ExxonMobil - Financial Analyst;"Quality people, stimulating work, great compensation
";"Slow rotations between groups, bad work-life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-16;Project Advisor;Former Employee, more than 10 years;Stressful;"the company had good benefits
";"it's a big company and takes a long time to change
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Process Engineer (Chemical Engineer);Former Employee;Best company;"Best company to work in
";"No bad experience in this place
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Cashier;Former Employee;good starter job;"Easy to learn, pretty slow, and pretty much the same customers every shift
";"Might get hit on by creeps
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Engineer;Current Employee;Good;"In general it is good
";"Recent market down trends and oil prices
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-13;Contact Engineer;Current Employee, more than 1 year;Extensive Responsibilities for Manufacturing Support;"Unique challenges, high level of responsibility early in career
";"Salaried position expected to provide 24/7 support when needed, can be very strenuous
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-04;Cost Engineer;Former Employee, more than 3 years;Exxon review;"Good salary, good benefits, work life balance good
";"Management actively looking at reducing headcount. They are actively telling employees they are overpaid, lucky to have a job, benefit cuts aren't coming back, are doing everything they can to send jobs to India, and if you aren't a yes man you are going to get laid off. Management prioritizes brown nosing ""woke"" band kids over people who actually deliver results.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-02-12;Process Contact Engineer;Former Employee, more than 1 year;Good pay, no time to spend it;"Pay is very high compared to other industries Rapid career growth opportunities for some Pension still active for new hires - not common anymore
";"60+ hour work weeks (no OT for engineers, we are salary) Always on-call for refinery issues 24/7/365 Pay is same or less than the design engineers that work at HQ in cushy office jobs with no manufacturing responsibilities Lots of responsibility right out the gate for new grads - some can handle it, some cannot. Career growth is for those willing to put in crazy hours or ""play the game"" of the corporate world.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-01-29;Senior Administrative Analyst;Former Employee;Fortune 5 Company;"Excellent benefits and volunteer opportunities to help others.
";"Layoffs due to COVID-19 since 2020.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-04;Wells Engineer;Former Employee;Unethical;"Great salary competitive with the industry
";"Culture is toxic and company is unethical
2 people found this review helpful
Helpful
Share
Repor"
2021-03-04;First Line Supervisor;Current Employee;Review;"Good benefits and pay salary
";"Not good for moral and ranking system sucks
2 people found this review helpful
Helpful
Share
Repor"
2021-01-28;Production Supervisor;Current Employee;First Line Supervisor;"Excellent benefits, opportunities, diversity, encouragement
";"shift work, na, na, na, na
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Process Engineer;Current Employee, more than 3 years;Changing Culture;"Culture changing from more conservative to modern company
";"In transition of a culture change
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-09;Financial Analyst;Current Employee, more than 1 year;Great company for those looking to stay at the same place for their career or if they are from Texas;"- Ability to rotate through assignments throughout your career - Multinational company with exposure across the world - Very fancy campus and great focus on ergonomic safety - Great benefits, and a pension!
";"- The company culture focuses on longevity, which leads to a time-based system of promotion, meaning that the only way for individuals to truly move up to to do their time. - This is a long-term career, so be prepared for a career structured around development over the course of years, not months - Internal systems are antiquated, with an IT department looking to move things forward, but management that has all been with the company 30+ years who is not accustomed to change. This is serving as a detriment to the company in a commodity based market that must sink or swim. - The company truly values Engineers and Geoscientists, but all other functions are put at the wayside and contributions or ability to provide insight are not valued as they should be
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-02-11;Project Manager;Former Employee, more than 10 years;Enjoyed the Journey;"Benefits, Flexibility, Work Environment, Reputation, Stability
";"Lack of diversity in upper management/Ranking System
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Operation Advisor;Current Employee;Excellent company providing development opportunities;"Leader compared to competitors in employment security and career development opportunities domestically and globally.
";"Not as nimble as independents in reacting to market conditions
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Area Construction Manager;Former Employee, more than 10 years;Exxon Projects Review;;"ruction Manager in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Extremely Competent Teams, Well Established Systems and Programs, If you are one of the chosen, the sky is the limit but even if you are not compensation is still highly competitive.
Cons
Highly competitive ad convoluted ranking system. Performance reviews are not always measurable and repeatable. Position moves are not directed by employees but by management and business criteria.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-10;Engineering;Former Employee, more than 10 years;Many good years;"Tough but good work, Many good people, most in the upper levels of capability in their field Good compensation package if you include the defined benefits pension - not sure it will stay though Demanding on employees but provide substantial support in the event of serious illness or injury
";"Woke leftist mindset is getting into corporate structure, many people fear speaking openly about sometimes even everyday topics Regular hours far in excess of 40/wk if you are to achieve even modest success. ""Work life balance"" is promoted, until it is not. You almost have to be geographically mobile to advance in career.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-09;IT Full-Time College Hire;Current Employee, less than 1 year;Unclear Culture;"A select few great team members to work with
";"Poor global cohesion and big disconnect between regions
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-09;Developer;Former Employee;ok, not great;"Pay was considered decent overall.
";"Hours were terrible hours due to weekends
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-09;Cashier/Stocker;Current Employee;Some Stations are not what they Seem;"Easy Work, Flexible Hours, Nice Customers
";"Corporate is Shady, the systems and equipment are newer but seem to run on old software. They cut corners when they can and Charge out the roof for really cheap foods, drinks, and other goods, including gas and tobacco products. They don’t care if the product is expired, they want us to sell it if we can. And during Covid, if you have a HIPPA or another medical exemption to not wear a mask, we are supposed to kick you out of the store. Overall it’s all about the income, not about customer satisfaction or or happiness. Our pumps don’t read right. They short you. Or Tank Systems have faults every where. I know we don’t have what we need to be up to date or all the stuff to keep the place clean. Definitely feel like they cut corners on safety but not sure where other than the Tank Information Systems. Alarms are constantly going off in the tanks but they say they are faulty and not to worry about them. Just had a bunch of Water in the Diesel Tanks that the State Department (FINALLY!!!!) stepped in and shut down the sale of Diesel. And finally other than it’s usually hot in the store. The cooler is Definitely an OSHA violation, if not the entire store. The pay seems to not be stable. My checks as well as other employees seem to be jumping between constant number. One employee is jumping around $100 constantly on each paycheck. Something is definitely a miss here. Plus no benefits or discounts on store goods.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-08;Geoscientist;Former Employee, more than 1 year;Not what I had expected;"Facilities. The technical expertise of peers.
";"Cuts in training, 401k contribution. The relentless push to go back to the office in the middle of a pandemic because of ""nice campus"".
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-01-24;Procurement Manager;Current Employee, more than 10 years;Great company with tailwind;"Excellent global presence offering great positions
";"Old fashion leaders who are stuck in the past
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-05;IT Project Manager;Current Employee, more than 3 years;Think Hard First;"Good opportunity to see different projects
";"No promotion opportunities, toxic culture, IT treated very poorly, experienced hires not given any respect (IT and experienced hires stay away)
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-01-22;Drilling Supervisor;Current Employee, less than 1 year;Super;"Great, nice, super, ultra, Gigante, company
";"Hard, pressure, less communication, services unification, delay in payment, not communicative
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-07;Business Analyst;Current Employee;Exxonmobil;"Pension plan. Great health and dental benefits
";"Number of hours worked. No current 401k match.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-23;Project Manager;Former Employee, more than 10 years;Process orientation;"Usefulness and communication of processes, don;t have to reinvent the wheel
";"Sometimes process can stifle creativity
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Learning Technology Administrator;Current Employee;Review;"Global Experience, Team Collaboration, Flexibility, Varied Opportunities
";"Technology Restrictions due to security concerns
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-01-21;Manager;Current Employee, more than 10 years;good company;"career opportunities and ability to move around
";"not much to share here..
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Senior Engineer;Former Employee;Dependable;"Diversity of Opportunity Relative Stability Lots of internal expertise
";"Outmoded, Subjective Ranking System Resistance to Change
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Manager;Current Employee;Disciplined, good compensation, but can be challenging;"Lots of talented employees, diverse workforce, discipline and data driven, global, many opportunities to grow
";"Work / life balance Cash intensive industry Large organization to navigate
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-04;Design Engineer;Former Employee, more than 10 years;Life at ExxonMobil;"Great people. Good documentation system. Excellent training program.
";"Employee forced ranking system. Mobility expectation.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Geoscientist;Current Employee;Good job but definitely not for long term;"Interesting work and a lot of resources. Helpful team environment
";"Very bureaucratic and sometimes lack of transparency with upper management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Senior Machinery Engineer;Former Employee, more than 8 years;Oil and Gas Giant with many avenues for individual contributors to engage.;"Great Pay and Excellent Benefits. High emphasis on safety, environmental stewardship, and diversity.
";"Internal Politics very convoluted and complicated. Individual contributors are often force ranked incompetently.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Engineer;Current Employee;Excellent benefits and employees, challenged future;"Excellent benefits Good coworkers, driven to succeed Treats employees with respect and dignity
";"Performance Management by forced ranking Benefits are being reduced Current environment is challenging
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-03;Materials Engineer;Current Employee;Good company;"Good environment to work in.
";"Management is tough on you.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-03;Financial Analyst;Current Employee, more than 10 years;Tough times for Energy Business;"friendly co-workers, flexible work hours
";"long hours, ineffective ranking system that promotes backstabbing rather than effective teamwork environment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-03;Store Attendant;Current Employee;Nomal Cashier Job;"Some free time when not busy. Good for studying if you work closing shifts and are in university.
";"Low pay. Some customers tend to be extremely unhappy with you, but that is probably just retail.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-23;Scheduler;Current Employee, more than 3 years;Bad company;"Pay, pension and 401 k
";"Really bad environment. Expect to world all the time, even weekends. Review is not transparent.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-01-19;Supply Coordinator;Current Employee, more than 1 year;Diverse experience;"Well rounded company with multiple career options going in
";"Slow moving, slow on digital transformation
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Safety Advisor;Current Employee, more than 3 years;Only cares about the dividend;"Great co workers who care about you
";"Company only cares about its precious dividend
1 person found this review helpful
Helpful
Share
Repor"
2021-02-22;Administrative Assistant;Former Employee, more than 5 years;Unfair treatment;"There were no pros as it relates to this company
";"Many employees in HR exhibited blatant racism.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-02-02;Construction;Former Employee, more than 8 years;It was the best of times... It was the worst of time;;"ruction in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Large corporation with many opportunities
Cons
Over analyze to the point of missed opportunity, required to follow procedure even though it is not effective or efficient and an unwillingness to change procedure over the bureaucratic nature of it.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-28;Process Engineer;Former Employee, more than 1 year;Great Pay but they make you Pay for it;"The pay is fantastic, flexible hours, great health benefits
";"As a Person of Color, my time with ExxonMobil was quite stressful. Most of the people are great to work with but supervisors are mostly micromanagers, diversity is not their strongest suit. Lots of white males in upper management. Too much discrimination at the workplace, sutle but it's there. Some of the operators won't like you because you're a young engineer coming in to tell them how to do their job, it takes time and patience to build a connection with them but overall great people to work with. Lots of fake people go behind your back to talk bad about you. Work hours can be crazy, it's part of the job description that you have your work phone with you 24/7. Anyone at the plant can contact you so say bye to Work-Life balance. If you do have a doctor's appt. or so you can get time off or be allowed to come to work late, supervisors do differ. Work hours can be long, when you're new it's expected you're at the plant later than everyone getting to know your unit and operators. ExxonMobil has a ranking system every year to discuss your performance but if your supervisor doesn't like you, you won't have someone to defend your work and speak for you. They do allow you to have Knowledgable Others that can speak on your character and work ethics but your peers are competing with you so not a lot of people you can trust to speak highly of you. Advice: go to work do your job and work hard if you're a POC waiting for recognition don't count on it, your counterparts would get recognized before you. The supervisors secretly will give you more than you can do so you don't look good to management.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-01-27;Senior Engineer;Current Employee;A mammoth company set in their ways;"-Great pay -Prospects for retirement pension
";"-Live for internal politics -A performance system that colors every interaction you have in the day -Loves buzzwords but don't mean any of them -Club for those who are hired from college and mid career hires must fend for themselves until (vested) they are accepted in the club -Does not like innovation -Does not reward work for operations (long term benefits) and only rewards work for projects (if big savings NOW)
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-01-16;Global Innovation Strategist;Current Employee;global impact, complex challenges;"Top notch colleagues, excellent benefits package
";"challenged industry, mid-culture change growing pains
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;IT Analyst;Current Employee;Good benefits with long term career;"Competitive pay with good benefits. Offers various movements opportunities within the company for broad experience especially earlier in the career. Great group of people to work with. Usually most people who gets hired have a long term career in mind so job security had been good until recently.
";"Controversial performance assessment/Ranking program that pits against each other. Rather than team/organization success being recognized, someone always has be at the bottom no matter what. Sometimes too much job changes and organization changes which results is difficulty in team normalizing.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-01-15;Product Line Coordinator;Current Employee;Great Place!;"Great work / life balance, 401K match, great teamwork atmosphere
";"None that I can think of. Really great place with supportive coworkers.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Project Manager;Current Employee;Great organization to be a part of;"Driven workforce Good opportunities to develop
";"Not very open to change
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-29;Materials Engineering;Current Employee;Meh...;"Pay, campus, coworkers, ability to change assignments
";"Management, C.Y.A culture, taught to conform as opposed to challenge
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Financial Analyst;Current Employee, less than 1 year;Financial analyst;"Unbelievable opportunities to grow your career both fiscally and geographically.
";"Exxon cut the 401k match in response to the pandemic and did not inform their employees before it was leaked to the press.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Process Operator;Current Employee, more than 3 years;Great place;"What a good good place
";"No bad. A good place
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Mechanic;Current Employee;Good;"Money is good for work
";"Long hours days and nights
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Project Engineer;Former Employee, more than 5 years;Good company to work for;"Competitive salary, good work environment
";"Must work hard to stay competitive
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-24;Senior Research Engineer;Current Employee, more than 3 years;Overall good, but not the best if the goal is to do something that changes the world;"Stability (before 2020), benefit (before 2020), smart colleagues, big and nice campus, interesting projects
";"Many ups and downs. No benefit or salary increase in 2020. Politics. Too much emphasis on ""leadership"", which leads to no one doing the actual work. Mindset of ""we are the best"" when the truth is the opposite.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-01-13;Programmer Analyst;Former Employee;Analyst at Exxon;"Good remuneration and work life balance
";"Nothing much for cons for now.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;District Manager;Former Employee;Good Company;"Upward mobility - My contributions are valued
";"Company is too large - Hard to be noticed at times.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Change Management Specialist;Current Employee;Opportunities and support abound at ExxonMobil;"ExxonMobil is a global company with many different divisions and departments. This allows employees so many chances to learn and grow as professionals. Management listens to new ideas and innovation and the work is very enjoyable and collaborative.
";"The current pandemic and oil price/lack of demand has caused the oil and gas industry to suffer.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-12;Cloud Engineer;Current Employee;salary;"good place to work and fun
";"no growth have to wait for soo long
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-12;Senior Materials Engineer;Former Employee, more than 8 years;Good place to work;"Good people. Good benefits. Good work content
";"Bureaucracy and inefficiencies. Can be sometimes frustrating.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Anonymous;Former Employee, more than 10 years;excellent place;"ing conditions, work with the best of the best
";"long hours, most projects require a lot of travel, rating system
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-13;Human Resources Manager;Current Employee, more than 10 years;Poor leadership;"Decent pay, large company, smart people,
";"Leadership, forced ranking, resistant to change, does not value expertise, kill or be killed culture, not progressive with culture or policies, inflexible, does not value employees, psychologically unsafe, too functionalities, lacs vision and goals, no leaders only managers,
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-01-11;Marketing Manager;Former Employee;Great!;"They are a great company.
";"I can't say anything bad about them.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Software Engineer;Current Employee;Good;"Good benefits, 401k match, and smart people
";"lots of red tape, and waiting to get things done
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-25;Engineering Supervisor;Current Employee, more than 10 years;Good opportunities if you can handle the politics;"Vast technical opportunities across multiple industries
";"Constant need to gain alignment across organizations; Very internally focused
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-10;Project Engineer;Former Employee;Great company, cool projects, great people, but way too corporate and vertically integrated;"People are amazing, really cool experiences, constant role movement and career growth
";"Too many levels of management, career advancement is hard with ranking system
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-10;Process Operator;Current Employee, more than 5 years;Operator;"Great pay with lots of ot
";"Sometimes no work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-24;Drilling Supervisor;Current Employee, more than 3 years;Drilling supervisor hired out of college;"Great company with lots of career paths
";"Downturn has lowered benefits and other O&G operators have more competitive benefits. ExxonMobil no longer has the job security they boast
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-09;Assistant Manager;Current Employee, more than 3 years;Great;"Good work life balance for sure
";"Bad political risk expoisure at times
Be the first to find this review helpful
Helpful
Share
Repor"
