date;employee_title;employee_status;review_title;pros;cons
12/04/2019;Financial Planning and Analysis;Former Employee, more than 5 years;Big Company;"A lot of opportunity to move around, but it is easy to get lost.
";"Everything is dictated down from London, and you often have no idea why you are doing something.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
25/03/2019;Accounting Analyst;Current Employee, less than 1 year;Great place to work!;"Great benefit Great colleagues Great perks like gym, free lunch
";"None that I can think of
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
24/03/2019;Senior Process Engineer;Current Employee, more than 8 years;Progressive Compnay Complex Organization;"Work life balance and good benefits
";"No career path, poor HR management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
08/04/2019;Human Resources;Current Employee, more than 8 years;They lie like a rug!!!;"They talk a great game..... (i.e. re: diversity etc..)
";"You're on the severance list once you pass 45 or so.... after 50, you're done....
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
08/02/2019;Commodity Risk;Current Employee, more than 5 years;Can be a great company to work for...;"Good Salary, Benefits, Bonuses and ability to work from home.
";"You need to network or politics can keep you from moving up. Lack of communication falls on employee if you're not active and aggressive. If you are too aggressive, being proactive, that too can work against you.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
27/02/2019;Sales Associate;Former Employee, less than 1 year;Westlake gas inc.;"Regular customers are always nice to have I loved my regulars
";"Checks were always screwed up.
Be the first to find this review helpful
Helpful
Share
Repor"
08/02/2019;Rig Engineer;Current Employee, more than 10 years;Rig Engineer;"work-life balance is often good, generally treated fairly
";"work-life balance can get very unbalanced at times, certain managers have unrealistic expectations.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
30/01/2019;Order Management Specialist;Current Employee, more than 3 years;Great;"Good people to work with
";"Workload is very high, no wor life balance
2 people found this review helpful
Helpful
Share
Repor"
09/03/2019;Scientist;Former Employee, more than 3 years;Hatchet woman hired to eliminate people;"Great people to work with came from Verenium
";"Toxic environment. Not committed to environmental issues as they said they were. Only hedging their bets.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
25/01/2019;Machinist;Current Employee;Salary;"Pay and benefits are ok not the best
";"Management doesn't listen to employees. Morale is very low. They would rather have non union contractors instead of a union work force. Insurance is expensive and goes up every year.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
23/01/2019;Reservoir Engineer;Current Employee, more than 8 years;Incompetence at its maximum, no upward movement for those who are not the favorites;"Pay (and that's about it)
";"This place is teeming with incompetent employees, especially managers. BP goes out of its way to protect incompetent managers that waste the company hundreds of millions of dollars instead of sacking them. The company is very clique-y and if you're not part of the ones that managers like, even if you do your job well, the managers will make sure to get rid of you and replace you with one of their buddies. It's very dogmatic and behind the times. BP is not a leader in the industry, it's a follower. Instead of coming up with new ideas, they just keep reworking the same problem over and over with the same mindset and never find a solution to anything. Anyone that tries to challenge dogma and come up with new ideas is considered a trouble-maker and someone that rocks the boat. Management doesn't want anyone to think outside the box and come up with solutions to problems, even though they say ad nauseam that they do, because God forbid that someone exposes their incompetence. All they want is complacent worker bees that keep their heads down and brown nose managers' insatiable egos. No wonder Exxon and the other majors think of BP as a joke. When this company continues to compare their performance to those of the minors instead of the majors, you know there's something seriously wrong. Instead of improving their standards, they just set the bar very low.
Verify your email to continue reading or Resend email
14 people found this review helpful
Helpful
Share
Repor"
26/12/2018;Inspector;Former Employee;Safe place to work at;"Safe place to work at in the area
";"Rotation schedule was a bit hard for a family
Be the first to find this review helpful
Helpful
Share
Repor"
26/12/2018;Anonymous;Current Employee, more than 5 years;Great company, great benefits;"Competitive salary, great benefits, exciting technology.
";"Hard to advance career, divesting gas assets.
Be the first to find this review helpful
Helpful
Share
Repor"
23/01/2019;Anonymous;Former Employee, more than 3 years;I am slowly recovering from my bad experience working there.;"Good pay. They have good values in theory? It looks good on a resume.
";"Good riddance forever to this place. I met some of the laziest people of my career at this “world-class” organization. I got out just in time to salvage my professional ambition/drive.
Verify your email to continue reading or Resend email
9 people found this review helpful
Helpful
Share
Repor"
07/01/2019;Cashier;Former Employee, less than 1 year;BP;"Great hours and great people
";"Supervisors not helpful to employees
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
15/01/2019;Engineer;Current Employee, more than 10 years;BPX changes off to a very rocky start;"Young company and young people can be a plus if there is sufficient experience around for the culture weather the storm created by low experience leaders.
";"Walked into a recent acquisition with eyes wide shut. No idea of risks incurred. No management of change. BP should know better.
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
11/01/2019;Interview Update;Current Employee, more than 1 year;Interview and I Knew to Run;"It appeared to be a very thought out interview where they had a panel interview of people following the star process. They also tested you and asked situational questions. It appeared as if they had good cultural values, benefits, and solid management staff.
";"I interviewed and you could tell no one laughed, spoke to one another, very tense. Even the people interviewing looked tired. I was told there was a pension but when I asked about it, no! Now the recruiter told me there was. So, is this a trick to hire people? Ask everyone the same questions to make sure you have the same answers! The benefits for health care are the same at other places. I think they have lost their value in IL.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
07/12/2018;Financial Analyst;Former Employee, more than 5 years;Financial Analyst;"Big company, nice pay & benefits
";"no people development, management just care about his/her career development
7 people found this review helpful
Helpful
Share
Repor"
07/01/2019;Manager;Former Employee, more than 10 years;Stay Away;"benefits and compensation is good
";"There is no work life balance. Every 3 months there is a reorganization and employees are expected to take on more with little to no assistance.
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
07/12/2018;Anonymous;Current Employee, more than 10 years;Leaders needed;"Forward thinking for an energy company. Trying to stay up with technology.
";"Poor mid and senior level managers (VPs). Very little actual leadership. Large initiatives are rolled out piecemeal which causes confusion and poor uptake of the message.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
13/10/2018;Pricing Analyst;Current Employee, more than 3 years;Very stable, decent pay, reasonable growth opportunities.;#NOM?;"-Some positions can still be hard to reach unless you know someone, regardless of merit. -We’ve been stuck in a shrinking headcount environment for so long that people tend to switch jobs every 2 years. This leads to a lot of “jack of all trade and masters of none” types. Also leads to a constant chaotic environment in terms of getting things done. -Still a stigma between the GBS and the imbedded business.
Verify your email to continue reading or Resend email
13 people found this review helpful
Helpful
Share
Repor"
28/11/2018;Tech;Former Employee, less than 1 year;Tech;"Training opportunity many times a year
";"Career development to get 5 words
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
13/11/2018;Anonymous;Current Employee, more than 5 years;Excellent work environment;"Breadth of work/projects are amazing.
";"Large company = slow movement due to numerous discussions needed to agree on course of action.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
20/10/2018;Automation;Current Employee, more than 8 years;BP;"Great about working with for sick leave or family issues.
";"A lot of red tape and processes on top of processes.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
20/10/2018;Senior Financial Analyst;Former Employee, more than 8 years;BP America Review;"Good benefit and a lot of learning
";"1) Creepy work environment 2) Career progression relies ONLY on who you know (Nepotism)
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
14/10/2018;Human Resources Manager;Former Employee, more than 5 years;For most people career ends at 40 - got worse under Kerry Dryburgh’s leadership.;"Compensation, health insurance, relocation benefits.
";"Culture They called themselves “diplomats” but most employees call them “unethical politicians”.
Verify your email to continue reading or Resend email
8 people found this review helpful
Helpful
Share
Repor"
21/10/2018;Geologist;Current Employee, more than 10 years;Good Place to work;"Good pay, benefits are not bad
";"Too much politics, gender discrimination in favor of women, poor managment
1 person found this review helpful
Helpful
Share
Repor"
09/09/2018;Project Manager;Former Employee, more than 3 years;I felt heard and valued;"I was a contractor in the GCRO but was listened to and valued like an employee. I was eligible for companywide awards (and won one), I went to training like an employee, etc.
";"When the price of oil declines, some people lose their jobs. That's the way it is in every corner of the exploration & production business.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
31/08/2018;Manager;Current Employee, more than 1 year;Oversee employees and professionally help with customer concerns;"Wonderfully nice boss that cares a lot about his/her employees. Gives great experience in customer service to enhance problem solving skills.
";"Consistencies lack in regards to reliability to have some products deliver which the store owners lack. There needs to be constant reminding for several things and it seems that there are a lot of penny-pinchers that run stores.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
30/08/2018;Financial Analyst;Former Employee;Financial Analyst;"The environment is too relaxed.
";"Great company with excellent benefits.
Be the first to find this review helpful
Helpful
Share
Repor"
27/08/2018;Administrative Assistant;Former Employee, more than 10 years;Administrative Assistant;"It is a great company to work for. I would have stayed if my department had not moved to Warrenville, IL
";"I did not have any
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
12/08/2018;Production Technician;Current Employee, more than 3 years;Benefits;"Benefits are outstanding along with very competitive pay rates.
";"Can get very political with regards to advancement.
Be the first to find this review helpful
Helpful
Share
Repor"
22/07/2018;Human Resources;Current Employee, more than 3 years;Fantastic Company;"Love working for BP. Great culture, passionate leaders, and really great benefits. 2 on-site gyms, doctors, day care and soccer field
";"A little behind the times with agile working, would like more options for work from home
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
18/07/2018;Financial Planning and Analysis;Former Employee, more than 10 years;A bureaucratic morass;"Compensation, treatment of staff, opportunity for development and promotion, collaborative culture
";"Overwhelming bureaucracy and process, internal politics, short-term focus
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
26/07/2018;Contract Right of Way Agent;Current Employee, more than 1 year;Contract Right of Way Agent;"Stable work environment, flexible hours, pretty good work/life balance
";"Pay below market average, poor communication between departments, little employee appreciation, tough commute to downtown Chicago
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
08/08/2018;Financial Analyst;Current Employee, more than 10 years;L48 - Caution;"After all this time, I can’t think of any.
";"Management doesn’t have a clear vision. L48 headquarters was moved to Denver, even though most of the onshore assets are in Texas. There is a Denver vs. Houston mentality which originated from the current onshore CEO. L48 has been laying off high performers in Houston and the field, which has caused safety issues, but are hiring positions that are laughable at best like Culture Representatives and Executive Concierge in Denver. The Denver office is spending money as if L48 is an oil driven company, but it’s not. L48 is a gas driven company.
Verify your email to continue reading or Resend email
10 people found this review helpful
Helpful
Share
Repor"
02/07/2018;Service Delivery Manager;Current Employee, more than 8 years;Excellent Company;"Good location from my house
";"Stressful environment, constantly changing with no perceived direction
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
21/06/2018;Drilling Engineer;Former Employee, more than 3 years;Drilling Engineer;"One team approach; engineers are encouraged to help and learn from each other; friendly environment with very talented people; 9/80 schedule; great benefits; even during lay-offs the company was very generous
";"I do have any complaints.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
13/06/2018;Commodity Risk Analyst;Current Employee, more than 1 year;Commodity Risk Analyst;"Good hours. Decent pay. Good benefits. If you're on a good team or find good mentors, you can have a very successful career here and there is no set ""career path"" so you can find which part of the business you like and steer yourself in that direction.
";"It's very team dependent. You can love one team, and dislike the next. Your manager really makes or breaks your experience. As with any large company it is very political and hard to get things done in a timely manner as it has to go through many different departments to get approval. A lot of the older people at the company are just completely content working 8-4 with a decent salary and good benefits and have zero sense of urgency to get anything done, so as a younger professional trying to make a name for yourself that can be extremely frustrating. No semblance of a ""culture"" whatsoever, even though you can tell management has tried very hard to get that after the oil spill.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
11/06/2018;Front End Cashier;Current Employee, more than 1 year;Amazing customer service;"Work crew is wondeful and friendly
";"Starting hour for each shift should be a hour later
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
22/06/2018;Accounting/Settlement Analyst;Former Employee, more than 5 years;Accounting/Settlement Analyst;"Good Learning experience. Great training. Team values and can move to different roles but competitive.
";"Not a US company and outsource jobs to different countries to save money.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
11/07/2018;Gas Station Attendant;Current Employee, more than 1 year;Just Don't;"A large number of the customers are quite a joy to talk to when they come in from their daily cigarettes or gas-up.
";"The managers/owners are childish and inexperienced in managing businesses. This alone is not a total condemnation, but the fact that they treat their employees (and even family members) more like animals or machines than actual people, as well as the matter of lying about payment methods, shady business practices that involved paying me from an alternate store location (technically a different company) in order to avoid paying me overtime on nearly 50 hour weeks is definitely a condemnation. Add to that the fact that situations were often worsened considerably, instead of de-escalated, by the inclusion of the managers/owners input made me feel unsafe working there on numerous occasions. Several other employees were given anxiety attacks due to the exploits of the managers/owners, leading to the point that I was the only employee currently working for them across ALL of their stores (the rest were family members). I am scheduled to be shuttled off to a much smaller, failing store to work due to their apparent want to get me to quit, even when my car is shared between multiple people and me traveling sizable distances mean that one of us cannot get to work.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
02/06/2018;Senior Network Engineer;Former Employee, more than 3 years;BP - A great place to work;"Progressive company that treats contractors like employees. Worked in Chicago /Indiana area for 4 years. Safety oriented company with many safety programs to benefit welfare of people, environment, and surrounding communities,
";"I don't work for there any longer. :(
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
30/05/2018;Drilling Engineer;Former Employee, more than 1 year;good.good, good ,excellent ,funny,sarcastic;"security . security, USA ,conveyance
";"environment, work hour, pressure, demanding
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
30/05/2018;Engineer;Current Employee, more than 5 years;Great company to work for;"Promotes diversity, focus on work life balance, friendly and respectful working environment.
";"Not applicable for this area
Be the first to find this review helpful
Helpful
Share
Repor"
21/05/2018;Operations Technician;Former Employee, more than 5 years;Good benefits;"Benefits were the best I had ever had.
";"Middle management started micro managing everything.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
04/06/2018;Anonymous;Current Employee, less than 1 year;People are burned out;"Great people, interesting work, good process & methodologies.
";"Top leadership team lacks diversity, does not live values & behaviors. Poor work-life balance.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
05/05/2018;Intern;Former Employee, less than 1 year;Great Company;"Great People, good emphasis on important aspects of work, great workplace
";"With big company, lots of checks and balances can sometimes slow process
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
18/05/2018;Key Account Manager;Current Employee, more than 8 years;Great company;"I have always worked on the Castrol team and despite BP being a large company it is had a small company feel.
";"Every 3 to 4 years the executive leadership team rotates. The new team in many cases has no clue about local markets.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
27/04/2018;Manager;Former Employee, more than 5 years;BP Wind Energy America;"Compensation and benefits excellent; treat all employees with immense respect
";"Mega-conglomerate; therefore very slow moving and huge bureaucracy, not for the entrepreneurial at heart.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
25/04/2018;Business Analyst;Former Employee, more than 3 years;Great experience with many benefits;"Willing to invest in personel and their advancement
";"Soooooooooo much paperwork. Slow to change
Be the first to find this review helpful
Helpful
Share
Repor"
20/04/2018;Senior Financial Analyst;Former Employee, more than 3 years;Trade Floor Financial Analyst;"This company has awesome benefits: 7% match t 401k and 7% profit sharing contribution to a pension plan. After 50, you start accumulating health insurance benefits for retirement.
";"This company has too many mid-level managers. Everything decision or action takes 3 meetings. There are managers, directors and VP's that have managers or team leads just to go to meetings. The ethics and management approach to Macondo Well disaster is indicative of how this company runs day to day. This company always operates in the grey area of ethics. The attitude is not what is right, but what can we get away with and what will it cost if we get caught. Most of the top talent leaves after vesting because of the toxic atmosphere. This is a company living in the old world of cronyism. It is not what you know, but who you know.
Verify your email to continue reading or Resend email
7 people found this review helpful
Helpful
Share
Repor"
09/04/2018;Human Resource;Former Employee, more than 3 years;Responsible;"Company made a huge investment of time, money and human capital to address the needs of those impacted in the gulf.
";"It seemed like nothing BP did was going to be enough. So they continued to try to do the best they could.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
12/04/2018;Well Site Leader;Former Employee, more than 3 years;Great place to work;"If you can get in to BP you are set for life.
";"There are no cons at BP.
Be the first to find this review helpful
Helpful
Share
Repor"
06/04/2018;Graduate Development Program;Current Employee, less than 1 year;BP Trading Houston;"Great roles. People really do take the time to teach you. Competitive pay.
";"Long program (3 years). Not very much turnover with traders so difficult to get seat.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
28/03/2018;Production Engineer;Former Employee, more than 10 years;BP America;"Good training, great benefits, competitive salary
";"Process heavy, poor leadership, not enough career growth anymore.
3 people found this review helpful
Helpful
Share
Repor"
24/03/2018;PMT Functional Planning Lead;Former Employee, more than 5 years;BP Alaska PMT and Activity Planning Functional Lead;"Good overall review. Good Benefits. In general the Management structure in Alaska worked fairly well. I will work for BP again if given the opportunity
";"Some large companies take time to adapt new technological advances resulting in inefficiencies and delays. Implementing changes also takes more time and cannot guarantee to work.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
22/03/2018;Performance Analyst;Current Employee, more than 10 years;Performance Analyst;"Great benefits and work environment and salary.
";"Work life balance and more agile work options would be nice.
1 person found this review helpful
Helpful
Share
Repor"
11/03/2018;Operations Manager;Current Employee, less than 1 year;Work Environment;"Great exposure to multiple disciplines, experiences, and different business elements
";"Rapid turn over of upper management. New managers were not aware of the experience and capabilities of many senior employees.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
23/03/2018;Chemist;Current Employee, more than 8 years;Head Chemist;"Flexible schedule salary team spirit
";"location office space space is tight sharing an office
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
12/03/2018;Project;Former Employee, more than 5 years;good company but constant uncertainty;"excellent compensation and benefits, work life balance, and interesting projects
";"constant uncertainty with reorgs every 6 months associated with massive layoffs
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
17/03/2018;Shift Suppervisor;Current Employee, more than 1 year;Interview;"Good diversity of opportunities within this company.
";"It's a critical part of everyday life and safe operations rely on innovation technology .
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
20/04/2018;Analyst;Current Employee, more than 3 years;Run as fast as you can;"You can work from home which is a nice benefit and the other benefits are nice as well
";"One of the worst poorly run and managed companies I have ever worked for. The management does not care about their people. They hire friends that are highly under qualified. Which in turn results in horrible working conditions for everyone else. It is one of the most toxic, demoralizing environments I have ever seen. They downsize and get rid of people they don't like or that have the gall to voice opinions and then re-organize and rehire new people. Their value statements are all lies.
Verify your email to continue reading or Resend email
8 people found this review helpful
Helpful
Share
Repor"
06/03/2018;Completion Engineer;Former Employee, more than 3 years;Good people, challenging culture;"Great mentoring available, competitive salaries, good work/life balance
";"No real direction at the lower levels, reduced drilling activity
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
18/04/2018;Cashier/Shift Leader;Former Employee, more than 1 year;Shift Leader;"I met a lot of interesting people while working there. Good for networking.
";"The owner makes a lot of mistakes and directs his frustration to the employees. The store frequently runs out of gas, cigarettes, popular beverages leaving customers angry at the employees. During my year there, I witnessed many regular customers get frustrated and never come back. I never knew what shifts I would be expected to work each week. Many times, all three shifts in the same week!
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
08/04/2018;Human Resources Manager;Former Employee, more than 3 years;HR Leader;"Competitive benefits. Some locations in the US have very strong employee engagement and culture. The further the locations are from the main ""hubs"" (Chicago and Houston) the more engaged and productive they seem to be. The only exception to this is Supply and Trading.
";"I can only speak for US downstream business. Some leaders are unethical. They seem to be untouchable because they get the jobs done. There is little attention on ""how"" they get things done. Leadership development seems very weak, disorganized and sometimes just ""on mute"". Very shortsighted in this realm.
Verify your email to continue reading or Resend email
10 people found this review helpful
Helpful
Share
Repor"
22/03/2018;Cashier;Former Employee, less than 1 year;Fun job with horrible pay;"I liked working here because I like seeing new people everyday and I like the hectic nature of the job working the cash register in a gas station. I like that my job entailed many different things other than just working the cash register.
";"I was not paid well at all I was working 3rd Shift and a very bad neighborhood and working up to 65 hours a week and not even receiving overtime pay. More often than not the people that were supposed to come in to let me go home wouldn't show on time and I would get stuck staying up to 3 hours after my shift was supposed to end.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
